"Баг, хороо","Баг, хорооны код",Малын төрөл,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
                    Өндөрширээт,34161,Хонь,48.6,28.37,53.43,13.09,61.95,62.23,49.29,40.02,43.47,48.16,49.35,47.72,51.68,54.18,50.46,49.77,48.14,47.92,50.02,56.76,62.56,63.18,60.01,47.58,37.87,36.12,36.1,36.79,37.92,42.62,42.72,40.52,35.62,30.91,29.81,34.17,40.81,53.68,62.13,76.97,70.34,74.14,87.156,93.472,108.541,118.72,130.382,125.554,139.022,155.418,131.777
                    Өндөрширээт,34161,Ямаа,11.29,4.24,13.07,1.59,13.52,14.73,13.07,10.39,12.86,14.13,13.83,12.32,13.17,11.45,10.97,10,9.79,9.52,10.57,12.84,13.31,12.16,12.45,12.38,12.76,15.32,16.83,20.17,23.67,23.93,23.14,25.79,25.92,22.86,23.23,28.04,34.58,45.37,54.56,62.11,56.15,60.06,66.578,64.244,75.366,78.438,79.958,76.096,80.138,91.215,79.021
                    Сүмбэр,34164,Бүгд,,,,,,,,8.08,10.03,11.06,11.29,12.56,14.38,16.21,16.49,15.56,16.32,16.74,17.75,19.24,20.4,20.31,20.77,17.41,20.47,19.85,23.35,25.62,28.16,25.13,26.66,18.88,21.91,17.57,15.44,17.73,22.41,29.05,39.26,39.7,36.17,34.63,33.048,37.307,42.947,37.996,41.666,34.482,33.094,43.202,46.603
                    Сүмбэр,34164,Адуу,,,,,,,,1.04,1.13,0.57,0.55,0.55,0.57,1.1,1.1,1.1,1.09,1.08,1.14,1.14,1.21,1.4,1.52,1.61,1.72,1.79,2,2.11,2.22,2.13,2.19,1.91,2.02,1.49,1.25,1.3,1.36,1.35,1.88,1.76,1.72,2.11,1.88,1.888,2.225,2.146,2.724,2.421,2.625,3.033,3.395
                    Сүмбэр,34164,Үхэр,,,,,,,,1.07,1.19,1.2,1.21,1.77,1.99,2.49,2.61,2.38,2.65,2.83,3.09,3.47,3.75,3.81,3.56,2.45,2.59,2.66,2.93,2.93,3.19,2.62,2.51,1.48,1.49,1.24,1.34,1.68,2.22,2.91,4.15,4.64,4.22,4.57,4.302,4.544,5.304,4.737,4.878,4.157,3.192,3.969,4.294
                    Сүмбэр,34164,Тэмээ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,
                    Сүмбэр,34164,Хонь,,,,,,,,5.9,7.61,9.17,9.41,10.09,11.56,12.26,12.34,11.65,12.06,12.29,12.91,14.05,14.91,14.26,14.62,12.22,14.35,13.27,15.27,16.53,16.93,15.42,15.12,10.27,11.54,9.22,7.43,8.23,9.91,12.27,17.1,17.48,17.59,15.21,14.602,17.592,20.332,17.378,18.927,14.506,14.505,18.152,20.002
                    Сүмбэр,34164,Ямаа,,,,,,,,0.07,0.11,0.13,0.13,0.16,0.26,0.35,0.44,0.42,0.52,0.55,0.62,0.58,0.53,0.83,1.07,1.14,1.82,2.12,3.15,4.05,5.82,4.97,6.83,5.21,6.86,5.61,5.41,6.51,8.92,12.51,16.13,15.82,12.64,12.74,12.264,13.283,15.086,13.735,15.137,13.398,12.772,18.048,18.912
                    Сэргэлэн,34167,Бүгд,48.35,44.45,50.32,84.38,54.54,54.61,47.66,34.54,40.16,68.49,55.62,58.11,61.57,57.9,56.26,61.88,65.51,67.99,70.31,77.65,79.8,64.63,73.8,72.13,71.92,77.98,84.73,90.52,100.07,86.05,80.33,47.98,44.48,44.46,54.87,67.2,76.3,70.85,78.99,103.13,62.92,70.65,80.507,103.088,124.538,140.93,156.354,168.832,166.511,173.696,168.556
                    Сэргэлэн,34167,Адуу,10.21,2.79,8.17,5.77,7.51,7.29,6.76,5.63,6.25,9.15,8.76,9.3,9.74,8.92,8.94,11.11,11.27,12,12.73,13.9,12.9,11.68,12.64,13.33,14.35,14.97,16.66,17.01,18.43,14.94,13.59,6.94,6.61,7.36,8.59,10.32,10.68,8.84,8.44,10.21,7.77,9.26,10.733,15.054,17.772,19.972,21.029,21.045,19.001,18.798,18.293
                    Сэргэлэн,34167,Үхэр,5.92,3.49,5.07,9.75,5.67,5.69,5.17,3.7,4.06,5.34,4.6,4.32,5.13,4.93,4.71,4.47,4.85,5.28,5.3,5.98,6.16,5.55,5.69,5.63,4.87,5.61,6.69,7.37,7.61,5.51,4.82,2.19,1.96,2.03,2.8,3.17,3.76,3.61,3.66,4.24,3.15,3.31,4.28,5.791,7.313,8.574,9.323,9.957,9.529,10.107,10.166
                    Сэргэлэн,34167,Тэмээ,0.44,0.19,0.35,0.36,0.29,0.31,0.3,0.28,0.27,0.47,0.47,0.45,0.49,0.49,0.61,0.62,0.67,0.7,0.72,0.75,0.69,0.42,0.41,0.36,0.34,0.33,0.33,0.27,0.16,0.13,0.13,0.05,0.07,0.06,0.07,0.07,0.05,0.04,0.04,0.02,0.03,0.03,0.026,0.028,0.033,0.032,0.085,0.039,0.043,0.05,0.039
                    Сэргэлэн,34167,Хонь,27.39,36.99,32.08,56.02,35.01,35.23,28.89,20.31,23.55,39.82,32.23,35.02,36.68,36.22,35.37,37.75,40.24,42.24,43.75,47.66,51.83,40.69,47.82,45.13,44.31,46.43,48.32,50.7,56.17,49.92,46.67,28.89,25.55,23.02,26.56,33.03,38.43,35.36,39.72,53.25,32.71,35.55,40.901,50.638,61.706,69.193,79.497,86.929,85.826,88.731,86.305
                    Сэргэлэн,34167,Ямаа,4.39,0.99,4.66,12.47,6.05,6.09,6.54,4.62,6.03,13.71,9.57,9.02,9.53,7.35,6.63,7.93,8.49,7.77,7.81,9.36,8.23,6.3,7.24,7.68,8.06,10.65,12.73,15.17,17.7,15.55,15.12,9.92,10.29,11.99,16.85,20.63,23.39,22.99,27.14,35.41,19.27,22.51,24.567,31.577,37.714,43.159,46.42,50.862,52.112,56.01,53.753
                Угтаалцайдам,34170,Бүгд,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.942,114.033,129.817,129.926,120.178,112.646,103.177,125.434,132.368
                Угтаалцайдам,34170,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.796,9.517,10.763,11.023,10.923,9.87,8.665,10.75,10.996
                Угтаалцайдам,34170,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.711,8.567,10.086,10.168,8.354,7.45,7.034,8.498,9.436
                Угтаалцайдам,34170,Тэмээ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001,0.002,0.002,0,0,0,
                Угтаалцайдам,34170,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.187,56.262,62.794,62.466,59.712,56.857,50.982,60.703,63.616
                Угтаалцайдам,34170,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.248,39.687,46.173,46.267,41.187,38.469,36.496,45.483,48.32
                    Цээл,34173,Бүгд,,,,,,,,25.27,27.64,31.59,34.43,38.39,41.05,44.14,42.6,41.37,40.62,37.11,40.27,46.19,45.47,45.1,40.42,33.22,38.3,41.53,45.62,51.25,54.57,56.91,61.76,56.2,56.29,33.28,27.51,33.8,45.62,66.6,96.38,108.3,99.8,96.94,105.563,116.252,131.614,135.869,145.04,123.702,116.493,136.196,153.95
                    Цээл,34173,Адуу,,,,,,,,1.49,1.59,2.22,2.14,2.34,2.38,2.53,2.66,2.8,2.77,2.89,3,3.69,4.01,4.6,4.65,4.38,4.6,4.91,5.71,6.31,6.65,6.52,6.29,5.72,5.97,4.2,2.87,4.23,4.23,5.6,6.4,6.88,7.11,7.06,7.945,8.571,10.04,9.203,10.054,8.74,7.504,9.01,9.925
                    Цээл,34173,Үхэр,,,,,,,,2.48,2.64,2.93,3.15,3.55,3.81,3.86,4.17,4.03,4,4.21,5.01,5.6,6.18,6.68,6.37,5.08,5.59,6.11,6.52,6.82,7.27,6.96,6.86,4.65,4.08,1.95,1.66,2.13,2.63,3.75,4.91,5.75,6.6,6.93,7.315,8.42,9.711,9.818,10.211,8.237,7.071,8.368,9.916
                    Цээл,34173,Тэмээ,,,,,,,,0.55,0.57,0.54,0.58,0.59,0.58,0.5,0.5,0.47,0.47,0.48,0.5,0.51,0.52,0.5,0.55,0.46,0.43,0.36,0.35,0.28,0.28,0.24,0.16,0.07,0.09,0.07,0.04,0.03,0.03,0.03,0.06,0.08,0.07,0.1,0.13,0.138,0.158,0.149,0.183,0.206,0.125,0.137,0.104
                    Цээл,34173,Хонь,,,,,,,,20.28,22.29,25.28,27.87,31.03,33.22,36.11,34.13,32.73,31.88,27.97,29.95,34.2,32.67,30.35,25.38,19.82,23.08,24.4,25.29,27.88,27.96,29.61,31.97,28.47,27.47,16.33,13.51,15.25,20.49,29.67,45.8,50.71,47.85,46.28,51.843,58.823,66.239,69.865,75.354,65.634,61.165,68.883,76.862
                    Цээл,34173,Ямаа,,,,,,,,0.48,0.56,0.62,0.69,0.88,1.06,1.15,1.15,1.34,1.51,1.57,1.81,2.2,2.1,2.97,3.47,3.48,4.61,5.76,7.76,9.96,12.41,13.58,16.48,17.29,18.69,10.74,9.43,12.15,18.23,27.56,39.21,44.89,38.16,36.57,38.33,40.3,45.466,46.834,49.238,40.885,40.628,49.798,57.143
                    Эрдэнэ,34176,Бүгд,36.8,87.63,70.39,44.72,78.82,74.11,42.07,40.62,42.23,66.24,60.32,55.19,57.95,54.79,56.43,52.05,54.08,55.52,59.78,65.3,69.61,57.58,56.55,57.1,62.78,66.41,63.79,70.69,76.39,68.7,77.08,72.05,75.6,83.95,79.32,90.03,107.88,126.09,153.61,184.97,148.72,150.61,147.123,155.059,171.989,184.498,197.606,186.474,195.063,223.595,233.734
                    Эрдэнэ,34176,Адуу,5.11,10.46,7.97,7.43,7.05,6.75,5.1,4.34,4.03,6.52,5.94,5.71,5.78,5.32,5.24,5.13,5.23,5.37,5.66,6.03,6.09,5.61,5.36,5.6,6.36,7.23,7.72,7.52,8.15,7.9,8.67,7.61,7.82,8.55,7.77,7.1,7.26,8.15,8.09,9.25,9.37,9.67,9.992,11.134,12.172,14.048,14.553,13.636,14.165,16.247,17.648
                    Эрдэнэ,34176,Үхэр,5.78,10.15,8.19,,9.3,10.02,7.96,7.28,7.57,12.63,10.49,10.61,11.32,11.11,10.83,10.15,10.06,9.7,9.78,10.71,11.29,9.74,9.26,9.46,10.19,11.34,12.34,12.95,13.02,10.45,10.95,8.68,9.32,9.84,9.06,9.72,11.58,12.55,13.82,15.82,14.33,13.69,14.406,16.008,18.188,21.113,22.434,21.177,20.189,23.474,24.586
                    Эрдэнэ,34176,Тэмээ,0.34,0.62,0.34,0.3,0.34,0.33,0.31,0.29,0.29,0.29,0.27,0.27,0.25,0.25,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.04,0.03,0.06,0.05,0.05,0.04,0.04,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.08,0.03,0.028,0.025,0.015,0.012,0.012,0.011,0.008,0.009,0.007
                    Эрдэнэ,34176,Хонь,22.72,50.17,50.04,32.17,57.54,52.41,24.84,24.82,26.03,40.05,37.4,32.64,34.8,32.69,35.28,32.47,34.28,35.96,38.89,42.65,46.31,36.55,35.82,35.33,37.95,37.79,32.45,36.35,39.64,36.15,40.23,37.59,37.14,39.49,36.3,42.32,50.78,59.07,72.19,90.1,72.76,72.52,71.153,74.928,84.253,88.025,94.308,91.41,96.226,109.289,115.023
                    Эрдэнэ,34176,Ямаа,2.85,16.23,3.86,4.83,4.59,4.59,3.85,3.89,4.31,6.75,6.21,5.97,5.81,5.43,5.02,4.25,4.47,4.45,5.41,5.87,5.89,5.65,6.07,6.64,8.24,10,11.24,13.82,15.55,14.19,17.21,18.14,21.3,26.04,26.16,30.86,38.23,46.29,59.49,69.73,52.19,54.72,51.544,52.964,57.361,61.3,66.299,60.24,64.475,74.576,76.47
                    Эрдэнэсант,34179,Бүгд,83.74,11.05,94.96,52.12,110.89,118.01,106.7,98.82,111.26,119.46,122.7,124.99,132.3,132.04,115.14,98.76,95.74,101.09,106.65,117.76,131.22,137.83,137.95,142.55,146.33,148.91,147.03,163.12,174.38,182.01,141.6,137.97,117.8,103.71,115.04,135.54,169.76,220.58,262.66,307.35,249.49,279.7,321.747,327.907,386.821,399.482,414.773,394.171,391.404,440.53,408.815
                    Эрдэнэсант,34179,Адуу,10.6,2.63,10.53,3.03,11.24,12.5,11.57,11.46,11.99,12.54,12.9,13,13.56,14.01,11.87,10.1,10.94,11.63,12.67,13.17,13.67,13.44,13.43,15.2,17.35,20.04,19.83,21.4,23.17,24.36,16.62,14.4,12.13,9.77,9.99,11.47,13.83,16.96,19.19,22.38,19.12,21.36,24.67,27.458,31.966,34.062,34.136,30.983,25.642,28.559,24.353
                    Эрдэнэсант,34179,Үхэр,10.23,3.64,10.16,5.03,11.03,12.89,12.46,11.8,12.35,12.12,12.37,11.28,12.11,12.27,11.68,11.7,12.59,12.07,11.97,13.12,14.46,14.67,14.02,14.7,16.71,18.23,18.5,19.64,20.88,20.67,8.58,7.56,6.06,3.73,3.63,4.3,5.49,7.41,8.63,10.54,9.92,11.42,13.554,15.768,18.972,20.889,20.983,18.596,15.659,17.551,15.403
                    Эрдэнэсант,34179,Тэмээ,0.59,,0.62,0.5,0.57,0.59,0.59,0.59,0.6,0.6,0.61,0.59,0.62,0.63,0.09,0.06,0.06,0.05,0.05,0.05,0.04,0.03,0.03,0.06,0.05,0.06,0.06,0.07,0.07,0.09,0.13,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.14,0.14,0.13,0.13,0.141,0.16,0.175,0.187,0.206,0.236,0.25,0.269,0.413
                    Эрдэнэсант,34179,Хонь,47.24,4.34,54.98,42.58,66.76,70.4,62.91,58.49,66.19,73.2,75.64,79.75,84.71,84.8,73.74,63.51,59.01,63.66,67.4,74.71,84.69,89.99,88.98,87.97,85.76,80.84,78.18,85.32,87.42,91.96,80.05,74.14,59.45,51.43,57.35,68.94,86.38,109.88,130.9,157.38,132.31,146.82,172.005,177.403,212.777,222.214,237.151,229.478,235.759,262.825,245.744
                    Эрдэнэсант,34179,Ямаа,15.08,0.44,18.68,0.99,21.3,21.63,19.16,16.48,20.14,21.01,21.19,20.37,21.3,20.34,17.75,13.39,13.15,13.68,14.56,16.72,18.37,19.71,21.48,24.63,26.46,29.74,30.46,36.69,42.84,44.93,36.22,41.74,40.05,38.68,43.98,50.72,63.94,86.21,103.8,116.91,88.01,99.97,111.377,107.118,122.931,122.13,122.297,114.878,114.094,131.326,122.902
            Говьсүмбэр,342,Бүгд,,,,,,,,,,,,,,,,,,,,,,93.77,99.96,105.32,97.79,103.11,110.74,117.78,135.69,136.51,112.53,64.97,80.04,107,129.43,155.87,170.25,188.69,170.86,168.72,153.22,189.65,226.102,272.764,339.438,379.477,397.91,438.409,427.46,452.004,450.997
            Говьсүмбэр,342,Адуу,,,,,,,,,,,,,,,,,,,,,,6.17,6.39,7.01,7.96,8.88,10.3,11.8,13.4,14.68,12.33,6.39,7.26,10.02,11.08,11.9,12.02,11.24,7.29,6.95,6.91,8.58,9.586,12.122,14.968,18.149,20.25,22.271,20.591,22.736,22.688
            Говьсүмбэр,342,Үхэр,,,,,,,,,,,,,,,,,,,,,,7.48,8.15,8.5,9.14,10.11,10.92,11.85,13.42,15.15,10.6,1.9,2.27,3.27,3.91,4.48,4.76,4.97,3.87,3.41,3.7,4.33,5.606,7.697,10.358,12.39,13.646,14.903,14.004,14.543,16.348
            Говьсүмбэр,342,Тэмээ,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,0.39,0.48,0.46,0.46,0.42,0.45,0.51,0.46,0.4,0.38,0.48,0.5,0.44,0.51,0.53,0.51,0.5,0.53,0.6,0.628,0.821,0.872,0.869,0.822,0.929,1.064,0.989,1.092
            Говьсүмбэр,342,Хонь,,,,,,,,,,,,,,,,,,,,,,67.84,70.73,71.77,61.42,58.6,59.94,60.03,66.72,64.05,51.25,29.14,32.71,40.04,48.72,59.15,68.89,74.17,66.5,69.68,65.2,79.02,99.406,120.953,152.26,169.09,185.883,205.229,208.084,219.53,218.429
            Говьсүмбэр,342,Ямаа,,,,,,,,,,,,,,,,,,,,,,11.94,14.34,17.65,18.81,25.07,29.12,33.68,41.69,42.13,37.9,27.13,37.44,53.19,65.22,79.9,84.05,97.77,92.68,88.2,76.9,97.12,110.876,131.171,160.98,178.979,177.309,195.077,183.717,194.206,192.44
                Сүмбэр,34201,Бүгд,,,,,,,,,,,,,,,,,,,,,,,88.79,92.13,82.99,83.41,87.9,90.23,104.15,103.2,83.54,47.97,59.57,79.8,97.1,118.16,129.64,144.63,126.35,118.36,114.79,141.52,165.819,198.73,245.303,278.393,295.361,324.031,309.712,325.928,322.066
                Сүмбэр,34201,Адуу,,,,,,,,,,,,,,,,,,,,,,,5.77,6.22,6.95,7.26,8.4,9.39,10.73,11.85,9.61,5.03,5.59,7.9,8.42,8.88,9.05,8.58,5.18,4.55,4.77,5.94,6.693,8.334,10.192,12.99,14.525,15.77,14.24,15.576,15.75
                Сүмбэр,34201,Үхэр,,,,,,,,,,,,,,,,,,,,,,,6.63,6.86,7.25,7.75,8.52,8.76,10.01,11.11,7.84,1.27,1.52,2.27,2.64,3.25,3.55,3.62,2.81,2.3,2.7,3.21,4.092,5.595,7.363,8.879,9.947,11.1,9.528,9.898,10.823
                Сүмбэр,34201,Тэмээ,,,,,,,,,,,,,,,,,,,,,,,0.28,0.33,0.36,0.31,0.32,0.29,0.32,0.39,0.35,0.3,0.28,0.38,0.39,0.32,0.33,0.39,0.36,0.33,0.35,0.39,0.408,0.582,0.611,0.639,0.572,0.654,0.721,0.681,0.782
                Сүмбэр,34201,Хонь,,,,,,,,,,,,,,,,,,,,,,,64.46,64.56,53.51,49.13,49.04,47.48,52.24,49.16,38.41,21.54,24.71,30.1,37.02,45.41,53.46,57.7,49.14,48.95,48.49,58.11,71.979,86.607,109.135,123.602,136.657,151.02,150.018,157.094,154.924
                Сүмбэр,34201,Ямаа,,,,,,,,,,,,,,,,,,,,,,,11.65,14.15,14.91,18.96,21.63,24.32,30.85,30.69,27.34,19.83,27.47,39.16,48.63,60.3,63.25,74.35,68.86,62.23,58.48,73.88,82.647,97.612,118.002,132.283,133.66,145.487,135.205,142.679,139.787
                Баянтал,34204,Бүгд,,,,,,,,,,,,,,,,,,,,,,93.77,3.28,3.86,4.14,6.82,8.13,10.25,12.81,13.99,11.33,4.07,4.78,5.93,8.46,12.26,19.11,21.92,22.88,26.87,17.92,25.08,33.643,42.166,53.243,57.374,59.121,66.341,67.327,70.684,69.705
                Баянтал,34204,Адуу,,,,,,,,,,,,,,,,,,,,,,6.17,0.15,0.2,0.3,0.67,0.8,1.13,1.25,1.46,1.51,0.61,0.6,0.72,1.14,1.67,1.95,1.76,1.25,1.4,1.37,1.72,2.016,2.678,3.395,3.639,4.162,4.639,4.363,4.98,4.704
                Баянтал,34204,Үхэр,,,,,,,,,,,,,,,,,,,,,,7.48,0.45,0.49,0.48,0.76,0.86,1.1,1.35,1.63,1.12,0.2,0.18,0.23,0.3,0.37,0.5,0.55,0.4,0.4,0.41,0.48,0.792,1.03,1.594,1.93,2.094,2.006,2.363,2.436,2.781
                Баянтал,34204,Тэмээ,,,,,,,,,,,,,,,,,,,,,,0.35,0.01,0.01,0.01,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.06,0.07,0.13,0.1,0.1,0.12,0.13,0.14,0.152,0.16,0.171,0.138,0.141,0.149,0.163,0.131,0.129
                Баянтал,34204,Хонь,,,,,,,,,,,,,,,,,,,,,,67.84,1.98,2.13,2.08,3.06,3.67,4.32,5.51,5.89,4.58,1.37,1.34,1.57,2.28,3.56,6.58,6.97,8.37,10.73,7.54,10.9,15.655,19.879,25.168,26.2,28.374,32.031,34.554,36.999,37.029
                Баянтал,34204,Ямаа,,,,,,,,,,,,,,,,,,,,,,11.94,0.7,1.04,1.26,2.31,2.77,3.66,4.65,4.97,4.07,1.84,2.63,3.39,4.67,6.59,9.95,12.54,12.77,14.22,8.47,11.83,15.028,18.419,22.915,25.467,24.35,27.516,25.884,26.138,25.062
                Шивээговь,34207,Бүгд,,,,,,,,,,,,,,,,,,,,,,,7.89,9.34,10.67,12.88,14.71,17.29,18.73,19.32,17.66,12.94,15.7,21.27,23.87,25.44,21.49,22.13,21.62,23.5,20.52,23.05,26.64,31.868,40.892,43.71,43.428,48.037,50.421,55.392,59.226
                Шивээговь,34207,Адуу,,,,,,,,,,,,,,,,,,,,,,,0.47,0.59,0.7,0.95,1.1,1.28,1.42,1.36,1.22,0.75,1.07,1.41,1.52,1.36,1.02,0.9,0.87,1,0.77,0.92,0.877,1.11,1.381,1.52,1.563,1.862,1.988,2.18,2.234
                Шивээговь,34207,Үхэр,,,,,,,,,,,,,,,,,,,,,,,1.07,1.15,1.41,1.6,1.55,1.99,2.06,2.42,1.64,0.44,0.56,0.77,0.97,0.86,0.72,0.81,0.67,0.7,0.58,0.65,0.722,1.072,1.401,1.581,1.605,1.797,2.113,2.209,2.744
                Шивээговь,34207,Тэмээ,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,0.11,0.11,0.11,0.09,0.08,0.08,0.06,0.05,0.06,0.07,0.04,0.05,0.05,0.04,0.05,0.05,0.06,0.06,0.068,0.079,0.09,0.092,0.109,0.126,0.18,0.177,0.181
                Шивээговь,34207,Хонь,,,,,,,,,,,,,,,,,,,,,,,4.29,5.09,5.83,6.41,7.23,8.24,8.97,9,8.26,6.23,6.66,8.37,9.42,10.17,8.85,9.5,8.99,10,9.17,10.01,11.772,14.467,17.957,19.288,20.852,22.178,23.512,25.437,26.476
                Шивээговь,34207,Ямаа,,,,,,,,,,,,,,,,,,,,,,,2,2.46,2.63,3.8,4.73,5.7,6.19,6.46,6.49,5.46,7.34,10.64,11.91,13,10.85,10.88,11.05,11.74,9.95,11.41,13.201,15.14,20.063,21.229,19.299,22.074,22.628,25.389,27.591
            Сэлэнгэ,343,Бүгд,348.99,352.07,375.43,409.86,436.21,445.41,409.81,427.71,454.12,440.25,397.89,418.31,403.16,425.61,425.21,410.15,414.55,429.41,448.55,477.74,512.49,500,481.88,456.56,496.39,504.72,506.59,522.53,569.39,622.63,654.46,645.44,683.38,586.97,577.44,627.49,774.42,1030.24,1442.05,1510.45,1265.58,1260.89,1305.569,1314.196,1471.684,1458.74,1599.75,1509.925,1540.036,1682.489,1818.519
            Сэлэнгэ,343,Адуу,17.9,18.55,17.16,19.76,21.46,21.61,21.32,23.53,23.22,22.34,21.44,21.99,21.41,22.43,22.8,24.21,24.77,25.65,25.47,28.18,33.79,34.05,34.93,37.64,38.62,41.16,40.77,41.38,44.05,46.28,45.92,47.78,47.55,42.88,39.49,37.11,39.23,45.33,55.83,57.62,61.8,65.31,68.087,71.467,79.762,82.183,93.569,95.447,97.604,103.417,109.7
            Сэлэнгэ,343,Үхэр,59.97,60.13,61.17,67.72,72.68,77.05,76.06,78.8,81.23,75.26,70.38,70.07,71.19,75.05,76.7,75.4,76.99,81.69,84.77,92.94,99.22,99.21,96.6,85.78,92.96,97.58,98.09,96.29,103.46,109.62,108.51,96.68,94.06,71.54,68.36,73.68,85.11,105.52,134.13,153.18,143.47,151.89,159.579,171.477,196.59,207.834,224.278,218.403,216.805,232.286,255.976
            Сэлэнгэ,343,Тэмээ,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.19,0.17,0.17,0.18,0.19,0.2,0.21,0.21,0.2,0.2,0.21,0.23,0.26,0.26,0.27,0.29,0.28,0.27,0.3,0.35,0.37,0.39,0.4,0.69,0.66,0.78,0.69,0.52,0.41,0.46,0.47,0.66,0.69,0.79,0.59,0.619,0.5,0.506,0.484,0.523,0.507,0.483,0.472,0.429
            Сэлэнгэ,343,Хонь,251.27,252.75,275.38,298.02,317.38,321.68,290.01,303.41,328.49,322.33,287.83,306.67,289.72,306.64,304.7,289.84,291.81,301.43,316.59,332.26,351.26,333.78,312.26,289.99,305.05,295.11,284.45,288.83,302.49,327.9,333.51,314.41,316.71,266.22,253.6,277.57,339.9,453.51,651.68,732.07,612.15,581.67,612.137,624.195,698.895,686.921,749.338,699.295,705.874,744.718,783.402
            Сэлэнгэ,343,Ямаа,19.7,20.48,21.55,24.21,24.53,24.91,22.26,21.78,21.01,20.15,18.06,19.39,20.65,21.29,20.79,20.49,20.77,20.43,21.49,24.1,27.97,32.7,37.81,42.88,59.49,70.57,82.93,95.66,119,138.43,165.84,185.92,224.29,205.64,215.48,238.72,309.72,425.42,599.75,609.83,447.38,461.43,465.147,446.557,495.931,481.318,532.042,496.273,519.27,601.596,669.012
                Сүхбаатар,34301,Бүгд,2.4,2.56,2.74,3.43,3.75,3.89,3.8,3.75,3.11,3.26,2.49,3.34,4.38,5.03,6.18,5,4.75,4.89,5.51,6.59,12.45,17.77,17.4,19.08,22.91,24.26,25.22,18.63,24.11,26.91,27.43,22.79,25.45,20.82,18.46,18.9,19.86,19.65,22.33,23.79,13.51,14.47,18.681,15.453,17.843,16.602,19.367,21.116,23.043,23.277,22.418
                Сүхбаатар,34301,Адуу,0.48,0.53,0.54,0.69,0.68,0.65,0.58,0.56,0.45,0.45,0.38,0.41,0.44,0.45,0.54,0.56,0.52,0.53,0.67,0.89,1.97,1.48,1.51,1.71,1.63,1.71,1.48,1.23,1.67,1.68,1.61,1.42,1.64,1.13,1.04,1.26,1.28,1.14,0.65,0.77,0.82,0.91,1.48,1.633,1.708,1.318,1.93,1.902,2.41,2.867,2.523
                Сүхбаатар,34301,Үхэр,1.33,1.42,1.6,2.03,2.27,2.45,2.29,2.31,2.04,1.83,1.75,1.8,2.03,2.45,2.47,2.41,2.52,2.58,2.83,3.08,3.8,4.86,5.1,4.66,5.23,5.83,5.87,4.47,4.84,5.37,5.07,5.01,5,3.96,3.6,3.49,3.59,3.47,3.89,4.56,3.94,4.23,4.706,4.324,4.501,5.048,5.422,5.758,6.154,5.524,5.41
                Сүхбаатар,34301,Тэмээ,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,0,,,0,0.01,0.02,0.01,0.02,0.01,0.01,0,,0.02,0.02,,,,0,0,0,0,0,0,0,0,
                Сүхбаатар,34301,Хонь,0.18,0.15,0.08,0.15,0.17,0.16,0.43,0.44,0.24,0.63,0.16,0.85,1.6,1.71,2.3,1.54,1.25,1.27,1.51,2.06,5.44,9.62,8.66,10.04,12.64,12.05,12.51,8.64,11.03,12.42,12.43,8.36,8.96,7.22,5.79,6.66,6.66,6.59,7.38,7.53,4.15,4.25,6.074,4.721,5.849,5.005,5.441,6.216,6.739,6.937,6.067
                Сүхбаатар,34301,Ямаа,0.42,0.46,0.52,0.56,0.63,0.63,0.5,0.45,0.38,0.35,0.21,0.29,0.31,0.43,0.88,0.5,0.47,0.51,0.5,0.55,1.23,1.81,2.13,2.67,3.41,4.68,5.36,4.3,6.57,7.43,8.3,7.99,9.85,8.5,8.02,7.48,8.33,8.43,10.4,10.93,4.62,5.09,6.421,4.775,5.785,5.231,6.574,7.24,7.74,7.949,8.418
