"Баг, хороо","Баг, хорооны код",Малын төрөл,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
                    Галуут,26434,Адуу,18.37,16.64,17,15.63,15.18,13.87,13.32,13.17,13.37,13.14,12.83,13.25,14.05,12.94,12.16,10.96,10.72,10.36,7.09,7.48,7.99,7.64,7.77,7.48,8.24,9.62,11.13,11.69,12.65,12.82,10.53,9.25,7.44,7.67,7.65,7.55,8.45,8.75,9.55,9.77,8.7,9.61,10.591,11.625,12.907,14.451,16.367,19.097,19.857,21.56,21.578
                    Галуут,26434,Үхэр,19.96,20.8,21.7,21.42,21.05,21.57,21.14,22.36,22.88,22.79,21.63,20.78,21.42,19.98,19.5,17.43,17.31,17.45,15.12,15.95,17.22,17.42,18.16,16.16,18.15,20.46,22.4,24.08,25.92,26.46,21.74,17.12,13.64,13.27,13.91,13.99,15.75,16.7,17.96,19.18,15.03,17.28,19.482,21.145,24.251,26.431,29.61,32.929,34.92,38.168,39.188
                    Галуут,26434,Тэмээ,1.44,1.34,1.25,1.17,1.11,1.04,0.94,0.86,0.87,0.85,0.75,0.72,0.7,0.64,0.47,0.36,0.3,0.29,0.25,0.27,0.3,0.22,0.23,0.3,0.37,0.43,0.46,0.48,0.48,0.47,0.39,0.33,0.2,0.19,0.16,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.071,0.088,0.08,0.08,0.102,0.094,0.108,0.117
                    Галуут,26434,Хонь,54.29,57.15,59,52.73,54.06,56.26,57.16,63.1,68.63,69.42,73.08,77.99,78.71,59.16,48.41,39.39,39.84,39.64,32.75,38,43.46,48.53,53.02,49.15,50.53,50.5,52.06,54.76,56.43,56.17,52.52,40.89,28.57,31.99,36.7,40.71,49.92,58.35,67.43,72.57,59.71,66.82,81.975,77.282,89.374,97.465,110.448,127.32,126.616,132.904,119.296
                    Галуут,26434,Ямаа,9.35,10.28,10.27,8.76,9.17,9.59,9.86,10.4,11.27,11.01,11.14,11.83,12.23,9.27,7.14,5.35,5.57,5.2,5.02,6.53,7.69,8.94,10.36,12.76,17.06,22.24,26.76,31.89,36.64,38.02,34.16,27.74,22.28,28.38,34.3,36.94,47.04,55.49,68.69,71.16,58.29,65,72.371,73.5,81.315,85.989,93.21,105.383,108.065,116.857,108.255
                    Гурванбулаг,26437,Бүгд,85.06,91.37,91.77,80.37,74.48,75.41,68.04,76.48,81.29,84.58,88.67,94.11,89.32,85.38,75.36,57.22,55.92,57.19,56.66,61.4,64.92,70.06,70.63,54.43,61.07,68.35,71.95,80.93,84.3,82.18,59.08,68.5,69.39,71.45,76.19,80.43,91.19,107.04,110.33,110.33,62.1,70.13,82.966,91.127,104.498,120.855,138.641,163.649,184.865,192.713,179.146
                    Гурванбулаг,26437,Адуу,8.24,8.06,7.7,6.54,6.1,5.92,5.75,5.89,6.12,6.26,6.22,6.45,6.54,6.47,5.96,5.33,5.24,5.28,4.85,4.91,5.15,5.58,6.12,6.52,7.7,8.55,9.25,10.23,10.5,10.03,6.5,6.95,7.02,6.62,6.84,7.06,7.3,7.72,7.46,7.07,5.8,5.95,6.537,7.371,8.267,9.05,10.249,12.043,13.146,14.012,13.629
                    Гурванбулаг,26437,Үхэр,10.88,11.27,10.69,9.65,9.09,8.48,8.23,9.02,9.44,9.53,9.65,10.28,10.81,11.4,11.74,10.09,10.59,10.95,11.2,12.1,12.74,13.71,14.2,11.84,13.07,14.63,15.48,17.18,18.03,17.3,12,12.66,12.52,11.4,11.33,10.76,11.22,12.3,11.92,12.43,6.74,7.45,8.611,9.671,10.879,12.369,14.268,16.865,18.698,20.167,19.926
                    Гурванбулаг,26437,Тэмээ,0.36,0.33,0.26,0.22,0.44,0.48,0.44,0.44,0.41,0.33,0.3,0.27,0.25,0.2,0.08,0.05,0.09,0.13,0.12,0.15,0.13,0.16,0.16,0.22,0.24,0.27,0.3,0.3,0.32,0.3,0.24,0.24,0.26,0.24,0.22,0.17,0.15,0.15,0.14,0.12,0.1,0.08,0.063,0.052,0.05,0.055,0.047,0.042,0.041,0.04,0.031
                    Гурванбулаг,26437,Хонь,57.33,63.16,65.55,58.55,54.26,56.05,49.43,56.62,60.76,64.03,68.21,73.14,67.86,63.81,54.55,39.79,38.09,38.86,38.46,41.95,44.25,47.26,46.07,31.98,34.9,37.6,37.87,41.78,42.69,42.42,30.59,35.64,34.99,35.79,37.39,40.54,46.03,54.34,55.97,56.69,30.62,34.39,41.727,44.112,52.297,61.442,71.34,84.282,95.786,100.145,91.672
                    Гурванбулаг,26437,Ямаа,8.25,8.56,7.57,5.42,4.59,4.48,4.2,4.5,4.55,4.44,4.29,3.97,3.86,3.5,3.04,1.95,1.91,1.98,2.02,2.3,2.64,3.36,4.08,3.85,5.16,7.3,9.07,11.44,12.76,12.12,9.76,13.01,14.61,17.4,20.42,21.9,26.49,32.53,34.83,34.01,18.84,22.26,26.028,29.921,33.005,37.939,42.737,50.417,57.194,58.349,53.888
                Жаргалант,26440,Бүгд,86.86,85.31,82.91,84.79,83.98,78.64,63.08,71.93,77.43,80.6,81.69,82,79.89,80.22,69.55,54.93,68.35,78.15,68.32,80.68,88.5,89.16,85.71,81.55,91.51,96.35,97.43,101.7,95.41,90.34,73.39,73.56,68.32,70.84,72.85,81.62,94.69,103.42,110.6,105.92,79.39,82.83,92.972,101.128,115.175,127.508,142.369,166.91,167.784,177.51,172.786
                Жаргалант,26440,Адуу,7.06,6.55,6.42,6.16,6,5.46,4.87,5.16,4.94,4.93,4.87,4.79,4.91,5.05,4.78,4.56,4.62,4.86,4.34,4.68,5.19,5.31,5.38,5.78,6.59,7.39,7.99,8.68,9.24,9.33,8,7.72,7.48,7.06,6.41,6.6,6.96,6.96,7.06,6.77,5.78,5.88,6.195,7.005,8.097,8.684,10.106,12.584,13.396,14.609,14.436
                Жаргалант,26440,Үхэр,10.36,10.28,10.14,10.05,9.86,9.05,8.21,8.8,8.72,8.4,8.53,8.69,9.1,9.15,8.71,7.75,8.97,9.56,9.09,10.18,11.09,12.01,12.71,14.25,16.09,18.18,20.16,21.97,22.79,22.75,19.06,18.07,16.69,15.61,14.96,15.92,17.73,18.83,18.44,18.43,13.03,14.48,16.255,19.172,21.497,23.929,25.017,28.844,30.217,32.273,33.854
                Жаргалант,26440,Тэмээ,0.41,0.35,0.26,0.29,0.26,0.24,0.37,0.33,0.29,0.31,0.19,0.19,0.19,0.16,0.13,0.1,0.08,0.07,0.06,0.06,0.08,0.05,0.1,0.1,0.08,0.07,0.08,0.06,0.03,0.04,0.04,0.03,0.05,0.04,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.008,0.007,0.007,0.003,0.004,0.005,0.007,0.007
                Жаргалант,26440,Хонь,64.73,63.83,62.04,65.04,64.8,61.35,47.73,56.12,62.28,65.96,67.08,67.27,64.64,64.74,55.06,41.7,53.66,62.56,53.69,64.28,70.14,69.28,64.4,57,62.4,62.28,58.5,57.28,47.8,41.83,30.39,29.07,25.01,26,26.98,31.16,37.18,39.65,42.88,42.03,30.86,31.34,37.105,39.059,46.239,52.003,60.815,71.425,70.096,71.898,69.51
                Жаргалант,26440,Ямаа,4.3,4.3,4.05,3.25,3.05,2.55,1.9,1.52,1.2,1.02,1.03,1.07,1.06,1.13,0.87,0.82,1.01,1.1,1.13,1.48,2,2.51,3.13,4.43,6.34,8.43,10.72,13.71,15.55,16.4,15.9,18.66,19.09,22.13,24.49,27.94,32.8,37.98,42.21,38.68,29.71,31.12,33.407,35.884,39.335,42.885,46.428,54.053,54.07,58.723,54.979
                    Жинст,26443,Бүгд,85.36,86.32,90.46,90.78,96.35,97.93,100.04,101.58,100.93,95.26,91.91,90.06,95.5,93.13,81.02,69.72,74.05,77.33,69.75,76.64,80.23,89.46,92.29,93.82,104.5,118.68,103.26,115.61,122.91,123.13,125.19,71.84,22.1,33.48,45.34,56.53,70.99,93.9,119.36,136.26,86.57,105.89,117.412,143.635,167.367,188.481,207.474,220.233,182.825,207.619,157.41
                    Жинст,26443,Адуу,5.28,5.36,5.72,6.02,6.3,6.71,6.82,6.93,6.47,6.36,6.23,6.28,6.7,6.86,6.52,5.62,6.05,6.28,5.75,5.97,6.02,6.08,5.96,5.51,6.19,6.97,6.21,6.48,6.82,7.24,6.98,2.01,0.3,0.44,0.58,0.77,0.95,1.28,1.71,2.27,2.07,2.45,2.732,3.757,4.512,5.443,6.151,6.827,5.922,6.189,4.268
                    Жинст,26443,Үхэр,1.47,1.53,1.64,1.62,1.63,1.86,2.03,2.16,2.18,1.41,1.4,1.44,1.51,1.53,1.41,1.29,1.35,1.46,1.46,1.49,1.6,1.84,1.86,2,2.28,2.73,2.18,2.21,2.38,2.63,2.2,0.46,0.15,0.22,0.3,0.39,0.56,0.76,1.01,1.15,0.7,0.77,0.854,1.231,1.586,1.938,2.241,2.605,2.207,2.175,1.698
                    Жинст,26443,Тэмээ,4.71,4.66,4.81,4.82,4.84,4.86,4.93,4.76,4.82,4.43,4.02,3.97,4,3.79,3.44,2.8,2.82,2.89,2.84,2.82,2.58,2.41,2.23,1.75,1.8,1.82,1.56,1.64,1.51,1.59,1.52,1.17,0.55,0.53,0.55,0.62,0.66,0.85,1.03,1.19,1.23,1.33,1.498,1.678,1.795,1.977,2.328,2.522,2.68,2.674,2.455
                    Жинст,26443,Хонь,35.52,36.55,38.6,38.76,41.14,41.6,41.7,41.7,40.15,37.19,33.56,31.67,32.55,31.51,29.07,25.7,27.23,29.49,26.73,27.86,30.57,32.6,33.88,31.83,34.07,35.88,30,32.52,33.68,35.29,37.55,19.75,4.27,5.4,6.83,8.34,10.47,13.94,17.98,21.49,14.87,17.31,21.67,26.366,31.785,38.074,43.574,50.084,42.507,48.953,37.082
                    Жинст,26443,Ямаа,38.39,38.22,39.69,39.55,42.45,42.9,44.57,46.02,47.32,45.88,46.71,46.71,50.74,49.45,40.58,34.32,36.61,37.21,32.98,38.5,39.46,46.54,48.36,52.75,60.16,71.29,63.31,72.75,78.52,76.38,76.92,48.46,16.85,26.89,37.08,46.41,58.36,77.07,97.63,110.17,67.71,84.04,90.658,110.603,127.689,141.049,153.18,158.195,129.509,147.628,111.907
                    Заг,26446,Бүгд,76.92,78.39,69.59,67.08,64.95,59.18,53.33,61.76,67.44,70.69,75.42,80.05,80.85,75.24,55.37,43.3,44.96,45.62,44.8,52.62,58.15,60.07,58.84,56.83,63.89,73.49,81.55,90.46,96.82,91.08,70.73,70.97,59.98,68.48,71.51,75.62,82.83,89.73,99.56,89.42,68.32,75.86,86.361,101.849,117.275,126.606,143.769,164.002,160.217,167.229,142.805
                    Заг,26446,Адуу,9.78,8.93,7.22,6.85,6.68,6.01,5.61,5.63,5.64,5.82,6.09,6.16,6.22,6.08,5.25,4.54,4.42,4.35,4.02,4.43,4.66,4.72,4.57,4.86,5.75,6.76,7.68,8.66,9.77,9.64,5.71,6.08,6.01,6.97,6.87,6.95,6.85,6.71,6.16,5.02,4.05,4.53,5.055,5.963,7.22,7.777,8.663,10.172,10.224,10.667,9.897
                    Заг,26446,Үхэр,6.55,6.36,5.79,5.74,5.4,5.43,5.26,8.33,8.68,8.7,8.88,8.63,8.46,8.15,6.69,5.65,5.48,5.9,5.8,6.15,6.82,6.98,6.87,6.94,8.12,9.42,10.69,11.52,12.09,11.65,7.16,7.26,6.66,6.71,6.9,6.9,7.43,7.72,6.95,6.52,3.48,4.4,5.347,6.383,7.531,8.349,9.157,10.284,9.896,9.453,9.051
                    Заг,26446,Тэмээ,0.73,0.71,0.67,0.69,0.65,0.65,0.65,0.68,0.67,0.68,0.7,0.73,0.69,0.7,0.62,0.61,0.61,0.65,0.64,0.67,0.68,0.64,0.45,0.43,0.45,0.47,0.48,0.51,0.53,0.54,0.45,0.41,0.36,0.38,0.3,0.26,0.23,0.24,0.24,0.21,0.2,0.21,0.211,0.226,0.22,0.199,0.195,0.185,0.211,0.224,0.218
                    Заг,26446,Хонь,52.41,54.5,48.56,46.8,45.58,40.31,35.76,40.76,45.78,48.63,52.46,56.93,58.6,53.22,37.9,28.36,29.98,29.86,29.89,35.4,38.62,39.69,38.52,34.69,36.67,39.55,41.47,44.71,46.53,44.13,35.94,34.03,27.11,29.45,30.21,31.98,34.38,36.81,41.27,36.33,28.57,30.96,36.891,44.13,52.421,55.879,65.996,74.249,71.391,72.806,58.992
                    Заг,26446,Ямаа,7.45,7.89,7.34,6.99,6.64,6.8,6.05,6.37,6.68,6.86,7.29,7.6,6.89,7.09,4.91,4.14,4.48,4.86,4.45,5.96,7.37,8.04,8.44,9.91,12.9,17.28,21.23,25.06,27.91,25.12,21.47,23.19,19.83,24.98,27.23,29.54,33.94,38.26,44.95,41.34,32.02,35.76,38.857,45.147,49.883,54.402,59.758,69.112,68.495,74.079,64.647
                    Өлзийт,26449,Бүгд,107.94,108.52,103.56,104.97,104.29,103.62,101.24,102.77,105.28,108.16,113.47,116.53,118.38,101.72,90.18,82.86,76.58,76.59,65.41,72.45,78.34,81.43,83.49,75.8,83.87,92.27,100.92,112.54,128.79,140.6,135.16,83.1,40.8,57.69,75.25,94.43,120.77,152.44,177.41,177.81,157.53,186.15,207.692,224.521,253.221,265.224,251.001,265.104,236.368,277.458,248.964
                    Өлзийт,26449,Адуу,14.54,13.74,13.61,12.61,12.57,11.45,11.34,11.5,11.62,11.9,11.67,11.47,11.86,10.92,10.96,10.37,10.03,9.89,7.96,8.32,8.76,8.45,7.49,6.33,7.07,7.93,8.51,9.03,9.96,11.39,11.14,6.18,2.28,3.28,4,4.69,5.93,7.25,8.32,8.38,8.23,9.31,10.38,12.198,13.693,14.851,14.064,14.859,12.95,14.252,11.779
                    Өлзийт,26449,Үхэр,10.29,10.58,10.34,10.55,10.76,11.24,11.3,11.95,12.24,12.31,12.22,11.36,11.28,10.31,9.55,9.07,8.53,8.33,7.41,6.98,7.05,7.43,7.96,7.82,8.68,10,11.13,11.97,13.38,15.07,13.8,5.74,2.67,3.21,4.03,5.02,6.15,7.02,7.71,8.02,7.55,8.07,9.295,10.09,11.977,13.753,14.313,15.453,13.854,15.399,13.292
                    Өлзийт,26449,Тэмээ,1.13,1.05,1.01,1.02,0.92,0.84,0.75,0.68,0.67,0.67,0.57,0.57,0.5,0.45,0.39,0.46,0.37,0.36,0.32,0.3,0.28,0.25,0.27,0.37,0.39,0.41,0.46,0.52,0.57,0.6,0.59,0.43,0.34,0.28,0.26,0.28,0.31,0.36,0.37,0.39,0.37,0.38,0.378,0.352,0.342,0.35,0.332,0.343,0.347,0.351,0.33
                    Өлзийт,26449,Хонь,52.31,52.77,50.35,50.3,49.65,51.62,49.72,50.88,51.34,53.31,57.48,60.03,60.28,51.65,43.49,39.62,36.03,36.19,30.22,33.23,35.94,36.77,37.33,31.07,32.41,33.05,34.21,36.87,41.56,47.67,47.53,28.84,11.84,14.36,18.04,22.66,28.68,36.36,42.75,46.8,43.08,50.04,58.949,65.45,77.035,84.894,84.047,90.882,83.072,97.169,85.47
                    Өлзийт,26449,Ямаа,29.68,30.37,28.25,30.5,30.39,28.48,28.12,27.76,29.42,29.96,31.53,33.09,34.47,28.39,25.79,23.34,21.63,21.82,19.5,23.62,26.32,28.53,30.45,30.21,35.32,40.88,46.62,54.15,63.33,65.87,62.11,41.91,23.66,36.56,48.92,61.79,79.7,101.46,118.26,114.21,98.3,118.35,128.69,136.431,150.174,151.376,138.245,143.567,126.145,150.287,138.093
                    Хүрээмарал,26452,Бүгд,67.52,69.27,72.41,76.39,76.29,81.17,82.86,87.67,91.08,90.91,99.04,106.71,108.77,104.99,50.51,59.74,61.59,63.86,61.4,67.76,70.92,77.41,82.36,71.41,86.67,101.15,110.97,126.22,128.44,132.94,120.66,105.01,45.6,57.75,72.52,85.45,102.66,112.42,119.86,107.33,91.93,104.43,125.799,146.5,162.831,171.507,191.596,219.472,203.212,222.467,192.245
                    Хүрээмарал,26452,Адуу,7.36,7.32,7.39,7.21,7.54,7.94,8.16,8.49,8.68,8.79,9.29,9.91,10.38,10.49,7.66,6.92,7.27,7.11,6.13,6.61,6.95,7.02,7.44,6.17,7.24,8.45,9.38,10.49,11.09,11.76,10.27,8.96,4.44,5.38,5.87,6.55,7.1,6.95,6.94,5.4,3.88,4.42,5.204,6.249,6.974,8.026,8.863,10.053,10.367,11.261,10.976
                    Хүрээмарал,26452,Үхэр,3.16,3.52,3.49,3.72,4.07,4.53,4.81,4.9,4.62,4.51,4.84,4.93,4.93,4.67,2.81,2.52,2.8,3.03,3.14,3.56,4.01,4.73,5.29,4.49,5.55,6.88,7.87,8.65,8.96,9.26,5.84,4.82,1.48,1.76,2.39,2.94,3.58,4.06,3.73,3.31,2.31,2.56,3.195,3.804,4.566,5.458,6.259,7.207,6.445,6.399,5.37
                    Хүрээмарал,26452,Тэмээ,1.13,1.14,1.03,1.07,1.04,1.07,1.03,1.04,1,0.89,0.85,0.89,0.81,0.81,0.69,0.68,0.7,0.69,0.68,0.7,0.63,0.45,0.46,0.57,0.65,0.67,0.7,0.73,0.71,0.72,0.69,0.6,0.45,0.42,0.39,0.39,0.38,0.38,0.36,0.38,0.38,0.38,0.383,0.397,0.425,0.45,0.501,0.55,0.635,0.66,0.649
                    Хүрээмарал,26452,Хонь,39.32,40.33,42.79,45.96,46.3,49.87,51.31,54.79,57.3,58.08,65.38,71.03,72.67,70.01,28.71,36.03,36.98,38.59,36.68,38.57,39.08,42.05,44.12,36.78,42.65,46.59,49.2,55.13,56.35,60.69,57.85,46.87,18.87,22.69,28.88,34.59,41.77,45.3,47.97,44.41,39,42.93,54.565,62.385,71.026,74.702,84.812,96,86.607,93.203,77.037
                    Хүрээмарал,26452,Ямаа,16.54,16.96,17.71,18.43,17.36,17.76,17.55,18.46,19.48,18.64,18.69,19.96,19.98,19.01,10.63,13.59,13.85,14.44,14.77,18.33,20.25,23.16,25.06,23.4,30.58,38.54,43.82,51.22,51.34,50.51,46.02,43.75,20.36,27.51,34.99,40.98,49.84,55.74,60.87,53.85,46.36,54.14,62.452,73.665,79.84,82.871,91.161,105.662,99.158,110.944,98.213
                    Шинэжинст,26455,Бүгд,63.63,63.35,75.28,77.99,79.55,80.81,77.75,76.78,74.1,73.38,75.11,77.56,80.07,80.91,60.76,62.95,61.93,59.69,51.45,55.26,59.57,66.98,79.12,86.42,104.78,109.21,108.11,122.47,123.39,114.56,111.81,51.99,24.2,34.29,45.42,52.75,63.93,82.74,104.42,119.91,69.76,66.06,83.138,103.037,126.57,150.351,187.412,203.675,180.737,191.042,148.227
                    Шинэжинст,26455,Адуу,2.82,2.62,2.83,2.89,3.01,3.17,3.36,3.42,3.24,3.15,3.23,3.24,3.36,3.32,2.74,2.39,2.46,2.32,1.8,1.78,1.65,1.71,2,2.32,2.72,3.03,3.22,3.36,3.72,3.67,3.33,0.4,0.3,0.44,0.53,0.6,0.71,0.88,1.1,1.3,0.65,0.57,0.697,0.854,1.102,1.437,2.017,2.428,2.238,2.447,1.276
                    Шинэжинст,26455,Үхэр,0.36,0.27,0.33,0.36,0.41,0.43,0.49,0.49,0.32,0.32,0.32,0.36,0.41,0.45,0.37,0.35,0.37,0.39,0.4,0.42,0.41,0.43,0.49,0.54,0.68,0.68,0.7,0.7,0.73,0.48,0.34,0.05,0.04,0.04,0.04,0.06,0.06,0.07,0.1,0.14,0.08,0.07,0.074,0.097,0.132,0.155,0.183,0.344,0.326,0.344,0.295
                    Шинэжинст,26455,Тэмээ,5.27,5.36,5.53,5.82,5.94,6.36,6.72,6.83,6.82,7.02,7.06,7.43,7.57,7.91,7.82,8.08,7.39,7.09,5.79,5.61,5.61,5.54,4.48,4.18,4.3,4.31,4.13,3.96,4.01,4.09,3.71,2.48,1.89,2.09,2.18,2.18,2.17,2.35,2.58,3.1,3.09,2.76,3.076,3.497,3.908,4.232,4.995,5.596,6.133,6.072,6.642
                    Шинэжинст,26455,Хонь,22.31,22.87,27.47,28.05,27.66,26.84,25.1,24.69,22.62,22.22,20.65,20.97,21.67,20.67,13.33,13.58,14.46,14.51,11.48,12.22,13.51,15.04,17.94,19.68,23.51,22.14,20.36,21.22,21.27,21.71,22.14,8.99,3.02,3.87,4.94,5.76,6.77,8.62,10.87,12.08,6.67,6.26,8.256,10.346,13.229,15.824,20.572,23.788,22.016,23.41,19.337
                    Шинэжинст,26455,Ямаа,32.87,32.23,39.14,40.86,42.53,44,42.08,41.35,41.11,40.67,43.85,45.56,47.05,48.57,36.5,38.56,37.24,35.38,31.99,35.23,38.39,44.27,54.21,59.71,73.57,79.04,79.69,93.24,93.67,84.61,82.29,40.07,18.95,27.85,37.74,44.14,54.22,70.82,89.78,103.3,59.27,56.41,71.035,88.243,108.199,128.703,159.645,171.519,150.024,158.769,120.677
                    Эрдэнэцогт,26458,Бүгд,89.03,86.47,88.09,88.36,73.63,75.3,76.64,80.63,82.64,82.93,79.55,77.93,79.47,74.99,76.18,71.5,69.18,71.79,69.39,76.81,83.06,83.37,72.82,61.55,64.48,74.76,79.35,79.36,75.31,68.3,67.18,51.55,38.18,44.92,46.6,54.38,61.63,74.14,88.87,98.74,102.29,109.05,124.714,131.473,149.936,152.488,167.801,192.121,187.824,211.346,197.207
                    Эрдэнэцогт,26458,Адуу,7.85,7.3,7.49,7.1,6.13,6.22,6.35,6.58,6.56,6.56,6.18,6.17,6.19,6.19,6.44,5.93,5.68,5.82,5.68,6.04,6.7,6.97,6.2,5.92,6.38,7.21,7.29,7.05,6.59,5.6,5,4.07,3.23,3.39,3.48,3.64,3.76,4.14,4.48,4.82,5.36,5.98,6.738,7.255,8.471,9.316,10.514,12.128,12.575,14.21,13.611
                    Эрдэнэцогт,26458,Үхэр,20.98,21.45,21.79,22.23,22.29,23.95,24.37,25.79,26.16,25.48,23.46,22.63,23.37,22.43,22.79,22.3,22.08,23.48,22.81,24.55,24.93,24.12,20.11,17.64,19.38,22.92,25.97,27.39,26.27,22.73,21.39,16.3,12.62,13.51,14.01,15.97,17.13,18.62,20.45,22.43,24.23,25.29,28.641,32.203,37.079,39.693,44.184,50.095,51.745,59.336,57.438
                    Эрдэнэцогт,26458,Тэмээ,0.48,0.42,0.34,0.27,0.27,0.24,0.21,0.19,0.18,0.18,0.15,0.14,0.14,0.13,0.13,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.07,0.08,0.08,0.06,0.06,0.06,0.05,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.014,0.005,0,0,0,0,0,0.009,0.009
                    Эрдэнэцогт,26458,Хонь,52.97,50.37,51.59,51.66,39.22,39.56,40.17,42.24,44.08,45.35,44.73,44.01,44.52,41.36,41.73,38.14,36.35,37.08,35.16,39.52,44.02,43.95,37.8,29.83,28.86,31.97,31.76,29.99,27.26,25.81,26.75,19.74,12.93,15.36,15.58,18.63,22.05,28.56,34.84,38.58,36.99,40.23,49.943,48.335,55.769,55.773,61.761,70.822,66.034,73.385,66.473
                    Эрдэнэцогт,26458,Ямаа,6.76,6.93,6.89,7.11,5.72,5.33,5.54,5.84,5.66,5.37,5.03,4.98,5.24,4.89,5.09,5.02,4.99,5.33,5.67,6.62,7.32,8.24,8.62,8.08,9.78,12.59,14.25,14.87,15.13,14.11,13.99,11.39,9.38,12.65,13.52,16.12,18.68,22.82,29.09,32.91,35.7,37.54,39.378,43.675,48.617,47.706,51.342,59.076,57.47,64.406,59.676
            Архангай,265,Бүгд,1479.28,1510.99,1499.68,1491.95,1549.06,1550.37,1490.12,1393.16,1425.98,1427.96,1451.9,1512.33,1527.51,1386.32,1315.38,1202.52,1211.06,1243.12,1296.58,1382.16,1496.25,1504.01,1495.9,1494.69,1626.29,1626.38,1725.06,1924.19,2119.27,2335.53,2216.1,1836.12,1748.82,1837.45,1948.24,2194.94,2530.55,2912.56,3379.22,3619.05,2679.18,2984.31,3403.192,3772.266,4293.216,4457.082,5009.636,5291.745,5482.034,6167.036,5399.927
            Архангай,265,Адуу,205.32,199.56,193.5,185.23,189.91,192.13,186.36,179.76,175.85,173.52,170.05,174.26,180.88,176.45,179.81,176.31,181.32,180.53,183.55,186.21,194.39,192.44,184.33,189.36,210.56,223.37,239.79,252.56,271.58,298.08,273.27,216.72,197.69,192.58,191.23,194.39,205.2,219.72,236.22,251.16,196.09,218.74,238.616,268.152,303.931,324.154,356.839,381.121,378.446,425.937,387.761
            Архангай,265,Үхэр,233.87,235.04,231.36,232.35,241.72,248.51,247.46,241.53,254.08,254.83,247.67,249.43,256.17,253.98,253.81,249.54,257.04,259.06,259.52,272.79,294.89,289.54,283.04,284.13,315.41,336.11,369.36,403.19,428.06,463.99,428.61,277.34,253.43,230.85,231.67,253.19,281.35,316.32,352.77,385.9,301.95,335.93,371.067,427.151,502.569,544.239,581.226,628.783,621.246,710.077,678.994
            Архангай,265,Тэмээ,3.05,3.01,2.83,2.66,2.67,2.64,2.16,1.96,2,2.05,2.08,2.14,2.26,2.1,2.14,2.07,2.14,2.19,2.24,2.31,2.33,1.73,1.18,1.02,0.95,0.85,0.81,0.76,0.79,0.83,0.75,0.6,0.7,0.73,0.68,0.67,0.84,0.83,0.73,0.84,0.91,0.91,1.079,1.107,1.205,1.079,1.247,1.383,1.255,1.362,1.286
            Архангай,265,Хонь,871.43,904.18,898,898.91,938.29,936.01,890.99,821.65,832.22,832.5,860.89,910.45,901.76,789.74,722.77,638.32,633.84,659.75,696.73,746.2,813.97,822.97,814.71,785.22,816.16,758.11,757.7,833.73,914.23,1021.45,970.59,831.62,769.95,806.6,861.07,991.63,1162.42,1358.09,1614.49,1786.08,1327.49,1464.58,1746.78,1944.074,2229.497,2317.021,2668.041,2845.055,2981.779,3321.255,2842.58
            Архангай,265,Ямаа,165.62,169.21,173.99,172.81,176.47,171.08,163.15,148.26,161.82,165.06,171.21,176.05,186.44,164.05,156.84,136.29,136.73,141.59,154.55,174.65,190.67,197.33,212.65,234.96,283.23,307.94,357.41,433.94,504.61,551.19,542.88,509.85,527.06,606.7,663.59,755.06,880.75,1017.6,1175.02,1195.07,852.75,964.16,1045.65,1131.782,1256.014,1270.589,1402.283,1435.403,1499.308,1708.405,1489.306
                Эрдэнэбулган,26501,Бүгд,2.27,2.15,2.45,4.04,2.83,3.2,3.16,3.2,3.75,3.57,3.95,4.69,15.82,15.98,17.76,18.22,20.15,22.18,25.03,28.32,40.5,45.23,65.12,52.69,63.91,68.01,63.02,67.8,75.13,86.56,95.68,78.7,64.89,61.65,70.09,88.7,99.98,112.82,128.73,135.97,74.06,95.72,115.045,135.683,158.173,168.658,195.364,200.193,215.881,247.715,235.326
                Эрдэнэбулган,26501,Адуу,1.02,0.87,0.88,0.92,0.88,0.96,0.97,1.04,0.95,0.75,0.68,0.67,1.47,1.66,2.04,2.3,2.6,2.82,2.89,2.9,4.12,4.52,6.52,5.1,6.33,7.51,7.36,7.43,8.33,9.44,10.52,8.76,7.3,6.85,7.52,8.64,8.83,9.54,9.71,10.12,6.57,8.46,8.989,10.339,11.988,13.47,15.364,16.175,17.437,20.414,19.272
                Эрдэнэбулган,26501,Үхэр,0.92,0.95,1.23,2.27,1.47,1.66,1.59,1.52,1.88,1.96,2.06,2.62,4.15,4.91,5.82,6.56,7,7.46,8.03,8.83,12.28,12.64,16.82,13.12,15.42,16.78,16.63,17.22,18.47,20.36,21.66,13.74,10.81,7.98,8.91,10.77,12.2,14.02,15.18,15.66,8.12,10.97,12.359,14.688,19.145,21.772,25.866,26.789,28.225,32.989,32.07
