"Баг, хороо","Баг, хорооны код",Малын төрөл,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
                Булган,26301,Ямаа,0.22,0.26,6.12,0.24,0.16,0.22,0.25,8.02,0.25,1.01,0.25,0.27,0.47,0.55,0.45,0.51,0.52,0.58,0.69,0.73,1.12,1.98,2.99,4.34,5.56,6.85,7.55,9.44,10.53,11.51,11.99,11.25,12.81,14.34,15.89,17.67,23.49,23.57,27.31,23.51,16.55,17.8,18.653,16.739,18.9,18.47,20.429,19.048,20.368,24.568,24.397
                Баян-Агт,26304,Бүгд,76.76,81.71,82.09,82.32,83.85,81.8,81.92,82.28,86.69,80.68,83.1,84.69,88.18,90.61,93.19,87.29,82.14,79.97,83.04,85.37,89.03,87.46,93.53,89.62,82.01,86.93,95.55,105.38,118.04,124.21,123.75,120.31,126.24,101.45,120.66,132.97,154.28,177.74,205.8,201.37,178.51,184.3,202.913,219.299,249.189,258.704,285.624,295.555,304.136,321.694,244.777
                Баян-Агт,26304,Адуу,8.13,8.37,8.25,7.64,7.21,6.88,6.44,5.89,5.77,5.65,5.66,5.85,6.17,6.24,6.44,6.6,6.72,6.69,6.93,7.27,7.44,7.66,8.09,8.28,9.04,10.26,11.01,12.15,13.16,13.83,13.9,13.52,13.44,11.48,12.35,12.72,13.24,12.79,13.67,12.56,13.14,12.81,13.219,14.724,16.16,16.551,17.525,18.249,19.67,21.434,18.738
                Баян-Агт,26304,Үхэр,8.33,8.54,8.49,8.55,8.88,9.08,9.28,9.4,9.7,9.23,8.71,8.82,9.12,9.28,9.46,9.31,8.98,8.83,8.76,9.18,9.59,9.84,10.65,10.86,11.46,12.96,14.22,15.56,17.08,18.13,16.92,12.48,12.38,6.51,7.06,8.33,9.45,10.84,12.52,12.88,12.7,13.05,13.879,15.703,18.244,19.142,19.913,21.579,20.722,23.504,19.205
                Баян-Агт,26304,Тэмээ,0.09,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.09,0.07,0.07,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.013,0.013,0.012,0.014,0.015,0.018,0.033,0.04,0.042
                Баян-Агт,26304,Хонь,49.66,53.66,53.89,54.38,55.83,54.38,54.6,55.36,58.24,53.02,56.34,56.85,58.88,60.58,62.45,58.31,54.74,53.14,55.85,56.88,59.95,58.37,62.31,57.11,47.5,47.23,50.65,55.22,61.19,64.9,64.16,62.15,63.53,50.57,59.89,66.29,77.66,89.72,104.93,106.35,94.2,95.79,107.75,115.58,132.273,138.578,153.63,158.332,160.651,167.619,121.098
                Баян-Агт,26304,Ямаа,10.56,11.06,11.37,11.65,11.82,11.37,11.52,11.53,12.87,12.67,12.28,13.06,13.89,14.39,14.72,12.95,11.58,11.19,11.38,11.92,11.91,11.46,12.39,13.3,13.95,16.42,19.61,22.41,26.55,27.29,28.73,32.12,36.85,32.88,41.35,45.61,53.93,64.39,74.68,69.57,58.46,62.63,68.052,73.279,82.5,84.419,94.541,97.377,103.06,109.097,85.694
                Баяннуур,26307,Бүгд,,,,,,,,,,,8.54,13.8,15.46,14.2,15.17,15.91,16.03,17.82,19.1,22.26,23.69,25.17,32.11,43.56,43.28,48.48,50.46,58.03,60.98,58.23,52.13,50.44,40.73,17.37,18.55,28.49,38.83,54.41,72.4,97.33,83.55,93.3,101.465,106.723,124.686,131.225,126.721,111.182,109.054,137.019,141.523
                Баяннуур,26307,Адуу,,,,,,,,,,,0.38,0.96,0.99,1.02,1.06,1.22,1.22,1.29,1.35,1.6,1.7,1.84,2.05,3.46,3.99,4.58,5.17,6.05,6.55,6.18,5.96,5.38,4.34,1.8,1.76,2.6,3.35,3.51,4.46,5.4,5.24,5.62,6.39,7.184,7.957,8.689,7.425,6.471,6.157,7.39,7.868
                Баяннуур,26307,Үхэр,,,,,,,,,,,0.96,1.04,1.05,0.98,1.14,1.37,1.62,1.78,1.92,2.57,2.6,2.82,3.34,5.02,5.21,6.28,7.28,8.18,8.66,7.51,6.18,5.02,3.82,1.32,1.23,1.76,2.14,2.8,3.75,5.49,5.52,6.15,7.294,8.503,10.316,11.514,9.923,8.591,8.088,9.933,10.808
                Баяннуур,26307,Тэмээ,,,,,,,,,,,,,,,,,,,,,,0,0,0.04,0.02,0.04,0.04,0.05,0.06,0.05,0.04,0.04,0.05,0.04,0.02,0.01,0.01,0.01,0.04,0.07,0.05,0.06,0.219,0.247,0.22,0.239,0.249,0.302,0.3,0.324,0.324
                Баяннуур,26307,Хонь,,,,,,,,,,,6.56,10.95,12.51,11.32,11.94,12.15,12,13.55,14.61,16.59,17.79,18.59,24.24,30.59,29.36,31.72,31.23,35.03,35.17,34.25,30.25,28.51,21.65,8.02,8.26,12.41,16.3,23.06,31.98,45.22,40.37,44.69,49.956,52.541,61.907,63.158,64.121,57.21,55.786,67.839,69.228
                Баяннуур,26307,Ямаа,,,,,,,,,,,0.64,0.84,0.91,0.89,1.03,1.18,1.19,1.21,1.22,1.51,1.61,1.91,2.48,4.45,4.7,5.86,6.74,8.73,10.53,10.24,9.7,11.5,10.88,6.2,7.28,11.7,17.04,25.03,32.17,41.16,32.37,36.78,37.606,38.248,44.286,47.625,45.003,38.608,38.723,51.533,53.295
                Бугат,26310,Бүгд,34.2,36.26,37.42,37.54,38.19,39.18,38.29,37.32,42.68,44.82,44.03,44.75,47.01,47.65,49.28,46.35,40.99,36.24,38.23,39.44,40.69,41.45,42.1,37.01,39.19,37.36,39.4,39.12,44.91,54.54,49.67,43.67,44.03,37.87,39.74,44.37,52.07,68.45,80.88,87.82,70.47,63.44,69.772,75.871,83.509,94.046,105.883,110.934,109.859,111.463,105.837
                Бугат,26310,Адуу,3.57,3.39,3.48,3.59,3.67,3.88,3.91,3.65,4.13,4.32,3.95,4.14,4.36,4.56,4.85,4.61,4.47,4.19,4.62,4.86,4.83,4.81,4.97,4.89,5.34,5.66,5.74,5.27,5.53,6.35,6.03,5.46,5.42,4.71,4.67,4.77,5.25,5.93,6.46,6.7,6.25,6.09,6.142,6.918,7.316,8.01,9.163,9.976,10.196,10.566,10.341
                Бугат,26310,Үхэр,8.86,8.17,7.76,7.72,8.04,8.38,8.58,8.9,9.92,10.16,9.37,9.63,9.83,10.22,10.32,9.63,8.91,8.05,8.15,8.37,8.49,8.7,8.55,7.3,8.15,8.53,9.34,9.25,9.95,11.63,10.7,6.74,6.63,5.16,5.11,5.61,6.49,8.43,9.53,10.37,9.05,8.54,9.092,11.289,12.866,15.324,17.048,18.442,15.688,16.388,16.427
                Бугат,26310,Тэмээ,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,,,,,,0,,,0,0,0,0,0,0.003,0,0,
                Бугат,26310,Хонь,19.69,22.28,23.59,23.49,23.87,24.39,23.3,22.24,25.79,27.48,28.29,28.22,29.93,29.74,30.9,29.22,25.16,21.92,23.37,23.71,24.48,24.94,25.42,21.29,21.33,18.29,18.59,18.08,21.18,25.69,21.85,19.97,19.11,16.45,16.79,19.17,22.8,30.41,36.95,41.44,32.05,28.01,31.689,33.56,37.529,42.257,47.72,50.157,50.674,49.105,44.545
                Бугат,26310,Ямаа,2.07,2.41,2.59,2.73,2.61,2.53,2.49,2.54,2.84,2.86,2.42,2.77,2.9,3.13,3.21,2.89,2.46,2.09,2.09,2.51,2.9,3,3.16,3.53,4.38,4.88,5.72,6.51,8.26,10.88,11.09,11.49,12.87,11.55,13.17,14.81,17.52,23.68,27.93,29.31,23.11,20.8,22.849,24.104,25.798,28.455,31.952,32.356,33.301,35.404,34.524
                    Бүрэгхангай,26313,Бүгд,61.18,64.6,64.2,61.43,67.53,67.24,59.47,56.12,60.33,62.56,65.49,67.57,68.79,69.51,67.7,64,59.95,50.3,59.49,62.36,64.3,62.61,56.36,49.27,50.5,52.76,57.48,63.17,71.84,96.4,120.63,132.36,108.29,84.84,81.31,96.47,116.2,149.57,186.16,203.73,204.42,223.81,240.103,258.178,288.806,295.333,321.243,269.423,274.808,321.449,317.316
                    Бүрэгхангай,26313,Адуу,5.78,5.61,5.43,0.57,5.28,5.37,5.11,4.82,4.79,4.92,4.88,4.93,4.88,4.9,4.97,5.08,5.63,5.29,7.81,7.88,7.68,7.37,6.63,6.39,7.17,8.17,8.85,9.47,10.23,12.18,13.34,12.66,10.46,8.16,6.55,6.34,6.88,7.7,8.49,9.48,10.81,12.3,14.06,15.348,17.467,19.114,20.276,18.158,17.593,19.958,19.546
                    Бүрэгхангай,26313,Үхэр,8.54,8.5,8.22,7.82,8.4,9,8.86,9.01,9.53,9.71,9.64,9.94,10.32,10.53,10.26,9.82,9.85,9.51,10.03,10.45,11.69,11.7,11.74,9.58,9.47,9.88,10.12,10.79,11.91,14.84,15.67,13.31,10.13,4.88,3.96,4.57,5.59,7.46,9.58,11.04,12.56,14.54,15.935,18.348,21.954,23.187,25.305,20.211,18.095,21.127,20.842
                    Бүрэгхангай,26313,Тэмээ,0.19,0.2,0.19,0.17,0.17,0.18,0.18,0.19,0.21,0.22,0.22,0.23,0.25,0.26,0.28,0.26,0.26,0.24,0.26,0.27,0.27,0.24,0.27,0.2,0.17,0.16,0.17,0.14,0.11,0.1,0.22,0.27,0.17,0.08,0.07,0.07,0.07,0.08,0.11,0.13,0.41,0.39,0.27,0.185,0.195,0.18,0.195,0.134,0.129,0.142,0.111
                    Бүрэгхангай,26313,Хонь,40.7,43.85,43.81,45.9,46.34,45.25,38.12,34.38,37.06,38.1,41.11,41.89,42.37,42.49,40.74,39.18,36.1,28.35,34.34,36.51,37.27,34.49,28.57,23.23,22.61,21.92,23.65,26.2,29.93,43.92,59.28,66.78,51.14,40.45,40.01,47.91,57.04,72.61,90.46,100.39,103.71,112.3,124.192,138.675,156.587,159.564,175.78,141.934,150.483,170.662,168.742
                    Бүрэгхангай,26313,Ямаа,5.97,6.44,6.55,6.98,7.34,7.44,7.19,7.71,8.74,9.61,9.65,10.59,10.97,11.34,11.45,9.66,8.11,6.91,7.05,7.26,7.4,8.81,9.14,9.87,11.08,12.64,14.69,16.58,19.67,25.36,32.13,39.34,36.38,31.27,30.73,37.57,46.62,61.73,77.52,82.71,76.94,84.28,85.646,85.622,92.603,93.288,99.687,88.986,88.508,109.56,108.075
                    Гурванбулаг,26316,Бүгд,98.74,104.18,108.16,104.83,118.7,124.01,122.68,113.66,125.89,127.46,127.9,128.02,133.25,127.1,106.02,99.59,97.93,99.69,100.32,94.38,113.34,114.96,121.49,121.55,120.58,127.41,134.81,148.01,163.73,185.69,166.63,150.68,138.6,106.55,120.71,135.31,166.68,203.91,239.58,270.14,262.95,246.08,290.293,322.218,341.882,317.652,342.399,320.883,277.93,326.638,333.026
                    Гурванбулаг,26316,Адуу,15.44,14.71,13.97,5.06,13.66,13.99,13.45,11.69,12.07,12.33,12.79,12.81,13.78,13.79,13.36,13.46,14.25,14.23,14.78,15.53,15.26,15.87,16.07,16.3,17.17,18.28,18.47,19.65,21.62,24.49,21.24,17.49,13.71,8.98,9.76,10.1,11.78,13,15,16.72,16.14,15.86,18.152,21.331,23.674,23.255,24.171,20.721,15.63,18.909,17.711
                    Гурванбулаг,26316,Үхэр,10.44,10.72,10.78,10.75,11.49,12.15,12.31,11.78,12.06,12.38,12.64,12.81,13.22,13.84,12.49,12.28,12.44,12.88,12.96,13.6,14.48,15.32,15.6,16.41,17.74,19.37,20.81,21.95,22.62,24.85,19.18,9.02,6.82,3.03,3.13,3.88,4.93,6.41,8.02,9.85,9.85,9.99,11.489,13.968,15.896,15.705,15.995,12.341,9.038,10.773,10.846
                    Гурванбулаг,26316,Тэмээ,0.95,0.94,0.93,0.92,0.96,0.98,1,0.95,1.04,1.08,1.07,1.12,1.14,1.04,0.99,0.96,0.89,0.9,0.89,0.92,0.87,0.49,0.33,0.31,0.24,0.19,0.17,0.18,0.16,0.16,0.14,0.11,0.08,0.06,0.06,0.06,0.06,0.07,0.08,0.09,0.09,0.1,0.128,0.131,0.148,0.139,0.15,0.159,0.17,0.184,0.212
                    Гурванбулаг,26316,Хонь,61.9,66.61,70.37,74.71,78.18,81.72,80.55,75.12,84.79,86.67,87.21,86.82,89.94,84.26,66.18,61.39,59.25,60.7,61.02,51.51,68.66,69.86,74.5,71.7,66.15,66.51,67.99,74.27,81.69,93.99,85.89,82.23,75.89,58.23,65.78,74.27,90.65,111.44,130.54,149.55,149.6,136.65,164.119,182.622,190.597,175.099,192.056,180.072,156.977,180.874,183.024
                    Гурванбулаг,26316,Ямаа,10.01,11.21,12.1,13.39,14.4,15.18,15.38,14.11,15.93,15.01,14.21,14.47,15.17,14.16,13,11.49,11.09,10.98,10.66,12.83,14.07,13.41,14.99,16.83,19.28,23.07,27.37,31.95,37.64,42.2,40.17,41.83,42.1,36.26,41.97,47.01,59.27,72.99,85.94,93.94,87.26,83.47,96.405,104.166,111.567,103.454,110.027,107.59,96.115,115.898,121.233
                    Дашинчилэн,26319,Бүгд,102.03,106.88,110.87,119.57,118.5,121.05,113.91,72.41,82.54,92.71,89.09,87.26,93.35,91.62,90.53,87.14,83.84,82.76,81.99,101.78,94.94,96.34,95.86,88.49,84.68,90.32,95.79,110.95,130.7,150.04,122.03,128.24,108.61,64.06,65.97,78.05,100.62,128.72,154.89,176.52,177.49,181.84,196.195,209.698,236.963,258.665,257.487,226.014,220.804,261.86,259.449
                    Дашинчилэн,26319,Адуу,11.02,10.99,10.79,13.26,10.38,10.22,9.31,8.06,8.15,8.47,8.27,7.91,8.48,8.14,8.4,8.32,8.53,8.82,9.04,9.56,9.23,8.75,9.21,9.13,10.6,11.89,12.5,14.45,17.15,19.11,15.35,14.74,11.48,6,5.94,6.81,7.46,8.5,9.82,11.36,12.44,13.27,14.289,16.645,18.488,19.168,18.479,14.104,12.452,15.147,13.877
                    Дашинчилэн,26319,Үхэр,11.94,11.62,11.7,11.42,12.09,13,12.58,11.18,11.97,13.41,12.44,12.59,13.12,12.29,12.17,11.87,12.16,11.92,11.6,12.62,13.84,13.4,12.85,12.02,12.64,13.57,14.66,16.1,18.33,19.32,11.73,10.18,7.15,2.69,2.46,3.18,4.27,5.61,6.96,8.61,9.62,10.85,12.323,14.276,16.475,18.16,16.566,12.189,11.786,14.359,13.383
                    Дашинчилэн,26319,Тэмээ,0.91,0.91,0.89,0.81,0.86,0.94,0.91,0.82,0.87,0.91,0.94,1,1.06,1.03,1.09,1.06,1.19,1.28,1.32,1.37,1.43,1.45,1.19,0.37,0.26,0.21,0.17,0.23,0.21,0.22,0.15,0.14,0.12,0.12,0.09,0.09,0.08,0.08,0.09,0.1,0.11,0.11,0.112,0.195,0.167,0.173,0.17,0.182,0.161,0.108,0.101
                    Дашинчилэн,26319,Хонь,68.48,73.23,76.54,82.59,83.18,84.72,79.53,44.02,51.26,59,56.43,54.38,58.09,57.75,55.84,53.83,50.44,49.77,49.59,65.7,57.41,59.59,59.8,53.7,47.6,48.55,50.5,57.72,67.77,80.19,68.13,71.28,57.75,33.37,34.17,40.56,51.72,65.16,77.68,90.27,94.7,95.44,104.008,112.66,127.472,142.433,144.94,129.661,125.095,145.259,146.783
                    Дашинчилэн,26319,Ямаа,9.68,10.14,10.95,11.49,11.98,12.18,11.59,8.33,10.28,10.92,11.01,11.39,12.61,12.4,13.03,12.06,11.51,10.97,10.45,12.54,13.03,13.15,12.82,13.28,13.57,16.11,17.96,22.46,27.23,31.2,26.68,31.9,32.12,21.89,23.32,27.42,37.08,49.36,60.34,66.19,60.63,62.17,65.463,65.922,74.361,78.731,77.332,69.878,71.31,86.987,85.305
                    Могод,26322,Бүгд,87.37,91.49,93.1,92.97,96.79,96.91,97.23,99.46,102.46,96.83,99.07,101,106.02,102.9,102.52,86.86,81.88,82.1,84.21,88.03,92.69,97.48,98.09,86.46,93.12,100.15,111.92,123.82,139.79,159.61,148.76,140.83,125.52,105.76,123.22,138.25,156.58,187.65,224.67,239.08,192.37,203.92,232.116,262.518,287.335,286.586,313.066,310.228,292.921,329.596,314.762
                    Могод,26322,Адуу,11.32,11.13,11.4,10.03,11.06,11.44,10.92,9.99,10.07,10.08,10.44,10.75,11.4,11.54,12.13,11.92,12.45,12.52,12.73,13.09,13.45,14.24,14.41,13.9,15.86,17.58,18.99,19.95,21.67,24.31,21.59,19.09,17.09,14.56,15.35,16.24,16.8,18.66,20.71,21.72,20.15,20.14,21.875,25.664,28.439,29.029,29.502,28.962,22.772,26.602,24.97
                    Могод,26322,Үхэр,11.22,11.55,11.52,11.58,12.37,12.95,13.09,13.1,13.46,13.09,12.58,12.55,13.3,13.41,13.44,13.26,13.53,13.94,13.76,14.29,14.96,15.56,15.8,14.14,15.63,17.69,20.07,21.72,24.06,26.76,22.11,12.49,9.92,5.16,5.52,6.54,7.71,9.72,11.92,14.05,11.85,12.15,13.459,16.265,19.665,20.497,21.26,19.857,13.626,15.677,14.725
                    Могод,26322,Тэмээ,0.49,0.49,0.47,0.41,0.42,0.39,0.33,0.27,0.29,0.31,0.31,0.28,0.27,0.28,0.29,0.31,0.34,0.34,0.35,0.34,0.34,0.22,0.2,0.16,0.11,0.1,0.09,0.08,0.07,0.06,0.06,0.05,0.04,0.02,0.02,0,,,,0.01,0.01,0.01,0.005,0.006,0.006,0.009,0.039,0.047,0.052,0.071,0.037
                    Могод,26322,Хонь,56.16,59.45,60.2,60.99,62.87,62.73,63.3,66.4,67.73,62.26,65.35,65.69,68.57,64.9,63.64,51.21,46.55,46.68,48.53,50.8,54.25,56.64,56.14,46.45,47.01,47.96,52.79,58.44,65.99,76.94,74.11,76.28,67.16,57.68,67.61,76.68,88.11,105.92,127.8,140.07,111.3,118.37,138.063,155.161,170.976,172.492,193.998,192.383,188.789,208.366,201.628
                    Могод,26322,Ямаа,8.19,8.87,9.52,9.96,10.08,9.4,9.59,9.69,10.9,11.09,10.39,11.73,12.47,12.77,13.03,10.15,9.01,8.62,8.84,9.52,9.7,10.82,11.55,11.81,14.52,16.81,19.99,23.63,28.01,31.54,30.89,32.92,31.31,28.34,34.73,38.79,43.97,53.36,64.25,63.23,49.05,53.26,58.714,65.422,68.249,64.559,68.267,68.979,67.682,78.88,73.402
                    Орхон,26325,Бүгд,89.92,93.83,94.24,98.3,100.8,98.55,89.68,90.49,92.27,83.61,77.75,79.24,81.35,81.74,80.19,78.4,71.05,66.78,70.27,71.98,72.19,74.73,85.07,82.93,91.08,101.61,102.12,105.83,111.99,125.28,127.66,120.57,110.32,94.59,100.17,119.46,142.8,163.09,197.03,220.87,183.51,185.99,206.535,223.075,299.414,309.032,347.223,317.468,308.37,327.477,311.106
                    Орхон,26325,Адуу,8.83,8.59,8.65,10.52,8.63,8.77,8.48,7.68,7.36,7.28,7.21,7.4,7.7,8.09,8.43,8.58,8.71,8.54,8.9,9.35,9.69,9.86,11.68,12.32,14.11,16.38,16.71,16.85,17.35,18.09,16.88,16.52,15.01,13.65,13.72,14.6,16,16.99,18.83,19.81,18.86,19.6,20.024,22.846,26.842,28.36,31.549,28.232,27.223,28.861,28.245
                    Орхон,26325,Үхэр,12.72,12.44,12.05,11.97,12.53,13.47,13.3,13.49,14.02,13.43,12.04,12.29,12.53,12.63,12.53,12.41,11.81,10.82,10.82,11.08,10.56,10.34,12.23,11.83,13.35,15.71,16.3,15.94,16.8,18.84,18.48,13.93,11.29,7.23,6.96,8.33,9.83,11.9,13.99,16.77,14.98,14.86,16.181,19.147,26.013,27.712,30.255,27.716,24.475,26.58,24.014
                    Орхон,26325,Тэмээ,0.26,0.25,0.24,0.23,0.23,0.23,0.19,0.2,0.21,0.22,0.22,0.2,0.19,0.19,0.19,0.19,0.16,0.16,0.17,0.18,0.17,0.08,0.07,0.09,0.07,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.012,0.011,0.096,0.094,0.095,0.106,0.069,0.05,0.03
                    Орхон,26325,Хонь,58.81,62.69,63.13,64.48,67.97,65.26,57.35,58.3,59.42,51.68,48.73,49.39,50.54,50.12,48.23,47.36,42.16,39.9,42.81,42.99,44.43,45.89,49.82,45.66,47.25,48.88,46.28,47.02,48.79,56.17,57.32,53.05,46.71,38.23,39.9,48.59,58.93,68.11,83.44,98.96,83.89,83.65,96.645,104.161,142.664,146.944,165.61,152.932,149.593,156.622,147.469
                    Орхон,26325,Ямаа,9.31,9.86,10.16,11.11,11.45,10.83,10.37,10.82,11.26,11.01,9.56,9.96,10.4,10.71,10.81,9.86,8.21,7.37,7.56,8.39,7.34,8.57,11.28,13.03,16.31,20.58,22.8,25.97,29,32.14,34.94,37.04,37.27,35.45,39.56,47.92,58.02,66.07,80.75,85.31,65.77,67.87,73.673,76.91,103.799,105.922,119.714,108.482,107.01,115.364,111.348
                    Рашаант,26328,Бүгд,,,,,,,,,,,,,,,8.69,9.24,13.36,16.81,22.61,27.29,31.25,33.26,32.84,37.12,39.17,40.09,43.56,44.1,49.15,52.15,32.64,37.37,40.07,36.65,43.21,50.29,63.15,82.41,108.4,129.88,119.43,126.17,148.319,159.96,181.225,184.982,195.342,189.145,182.772,198.039,187.384
                    Рашаант,26328,Адуу,,,,,,,,,,,,,,,0.66,0.68,0.77,0.94,1.13,1.37,1.78,1.99,2.61,2.95,3.7,4.71,5.31,5.44,6.1,6.77,4.18,4.08,3.87,3.02,3.04,3.38,4.21,5.24,6.66,8.23,8.05,8.77,10.001,11.583,13.345,14.141,14.452,13.354,11.277,12.495,10.524
                    Рашаант,26328,Үхэр,,,,,,,,,,,,,,,1.32,1.54,1.84,2.12,2.63,3.35,3.81,3.97,4.2,4.44,5.38,5.87,6.18,5.85,5.73,6.2,1.87,1.63,1.58,0.98,1.21,1.3,1.98,2.59,3.26,4.12,4.21,4.73,5.719,7.039,8.424,9.771,10.096,9.044,7.872,8.96,7.543
                    Рашаант,26328,Тэмээ,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.02,0.02,0.06,0.05,0.03,0.05,0.02,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.04,0.03,0.08,0.15,0.17,0.265,0.285,0.283,0.291,0.296,0.352,0.42,0.478
                    Рашаант,26328,Хонь,,,,,,,,,,,,,,,6.34,6.65,10.31,13.06,17.94,21.42,24.08,24.8,23.06,25.71,24.91,23.09,23.79,22.59,24.34,25.91,16.55,19.09,19.89,18.84,22.03,24.66,30.14,39.33,51.88,63.61,60.16,64.12,76.161,83.146,93.653,97.484,105.213,102.898,100.705,108.273,100.991
                    Рашаант,26328,Ямаа,,,,,,,,,,,,,,,0.38,0.38,0.43,0.69,0.91,1.16,1.58,2.51,2.96,4.01,5.16,6.41,8.23,10.17,12.96,13.22,10.01,12.55,14.7,13.79,16.92,20.93,26.8,35.22,46.57,53.89,46.94,48.39,56.268,57.927,65.518,63.303,65.29,63.553,62.566,67.891,67.848
                    Сайхан,26331,Бүгд,87.35,94.7,91.72,84.97,95.17,96.71,91.59,84.81,94.18,93.85,97.19,98.89,101.83,94.24,93.87,90.62,85.28,85.37,90.27,99.13,107.36,107.81,122.47,115.29,126.57,132.88,143.01,158.9,180.48,192.48,182.3,166,159.51,131.35,142.87,169.26,197.28,225.34,269.36,284.69,225.31,219.59,249.913,281.833,330.878,335.181,340.199,351.2,348.051,373.702,289.027
                    Сайхан,26331,Адуу,19.31,19.5,17.22,8.4,16.96,18.25,16.58,15.55,15.93,14.7,14.59,14.57,14.43,14.31,15.1,15.81,16.86,17.36,17.8,18.84,19.18,19.56,20.62,20.36,23.68,26.3,25.85,25.75,29.5,31.16,27.63,24.27,23.17,20.28,20.87,24.15,26.07,27.52,31.29,30.14,28.28,26.92,29.124,34.471,40.227,40.273,36.701,38.235,37.342,41.202,33.866
                    Сайхан,26331,Үхэр,10.46,11.17,10.86,11,11.32,11.71,11.72,11.91,12.61,12.4,12.42,12.65,12.81,12.46,12.32,12.95,13.44,14.12,15.13,16.49,18,17.96,19.43,18.3,20.73,23.58,26.52,28.33,30.55,31.59,25.79,16.34,15,6.64,6.66,8.03,9.9,11.91,14.57,16.35,14.25,13.6,14.395,16.831,20.587,20.829,19.008,19.696,17.306,19.297,15.586
                    Сайхан,26331,Тэмээ,0.62,0.65,0.61,0.62,0.65,0.69,0.61,0.65,0.72,0.71,0.68,0.72,0.74,0.75,0.73,0.73,0.68,0.67,0.7,0.76,0.78,0.65,0.56,0.35,0.32,0.29,0.27,0.26,0.24,0.24,0.2,0.16,0.14,0.13,0.11,0.07,0.06,0.07,0.08,0.12,0.06,0.07,0.064,0.06,0.073,0.069,0.083,0.087,0.076,0.073,0.072
                    Сайхан,26331,Хонь,47.55,53.38,53.23,55.1,55.97,55.94,53.25,48.38,55.31,56.16,58.92,59.83,62.38,55.84,55.4,51.52,46.01,45.29,47.88,52.28,57.89,58.12,67.11,61.25,63.45,61.94,66.92,76.64,87.49,96.61,96.08,91.68,86.87,74.27,80.4,96.21,113.27,129.99,156.55,170.18,130.89,126.4,148.627,166.455,195.265,201.007,210.072,216.585,216.508,229.108,171.826
                    Сайхан,26331,Ямаа,9.41,10,9.81,9.85,10.28,10.12,9.43,8.32,9.6,9.88,10.58,11.13,11.47,10.87,10.32,9.62,8.28,7.95,8.77,10.76,11.52,11.52,14.75,15.04,18.39,20.78,23.46,27.93,32.71,32.88,32.6,33.57,34.33,30.04,34.84,40.8,47.98,55.85,66.88,67.9,51.84,52.6,57.703,64.016,74.726,73.003,74.335,76.597,76.819,84.022,67.677
                    Сэлэнгэ,26334,Бүгд,17.61,18,18.74,33.52,20.97,20.59,21.29,19.9,21.12,21.91,21.32,22.13,23.36,23.84,24.71,25.65,26.16,25.97,26.9,27.64,29.58,31.04,32.04,31.57,33.19,36.61,39.48,40.21,41.56,39.27,34.8,33.15,34.77,26.15,30.65,35.68,42.81,56.31,72.59,78.66,66.2,76.05,79.042,77.817,79.918,88.358,97.135,90.796,95.929,100.354,103.156
                    Сэлэнгэ,26334,Адуу,1.51,1.63,1.42,15.27,1.41,1.51,1.62,1.56,1.66,1.76,1.68,1.78,1.79,1.86,2.09,2.17,2.22,2.34,2.53,2.79,3.03,3.19,3.14,3.48,3.72,4.09,4.34,4.85,5.32,5.15,4.29,4.07,3.85,3.34,3.4,3.41,3.73,4.52,4.85,5.22,5.37,5.46,5.657,6,6.292,6.764,7.62,7.895,9.114,8.945,9.501
                    Сэлэнгэ,26334,Үхэр,8.66,9.02,9.51,9.96,10.67,9.79,10.07,9.94,10.39,10.1,9.01,8.96,9.36,9.65,10.04,10.08,10.13,9.5,9.44,9.87,10.54,10.77,11.4,10.82,10.94,11.74,11.91,11.61,11.61,10,8.44,7.13,6.59,4.52,4.74,5.5,6,7.38,9.06,10.36,10.26,10.97,11.845,12.688,14.006,16.493,17.992,19.481,20.576,22.63,23.737
                    Сэлэнгэ,26334,Тэмээ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,,,,,,,,,,,0.03,0,0.005,0,0,0,0,0,
                    Сэлэнгэ,26334,Хонь,7.13,7.01,7.5,7.95,8.56,8.98,9.29,8.16,8.88,9.88,10.47,11.25,12.05,12.17,12.42,13.26,13.66,13.96,14.78,14.82,15.81,16.79,17.07,16.54,17.44,19.03,20.5,20.59,20.27,19.52,17.13,16.31,16.69,11.69,13.68,16.29,19.14,25.5,33.14,36.52,30.37,33.88,35.448,36.388,35.972,38.982,42.897,38.17,40.093,40.734,39.741
