"Баг, хороо","Баг, хорооны код",Малын төрөл,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
                    Матад,42122,Тэмээ,1.54,1.62,1.55,1.68,1.76,1.93,1.81,1.94,1.92,1.93,1.81,1.92,1.92,2.07,1.94,1.7,1.67,1.65,1.65,1.6,1.41,1.22,1.11,0.95,0.94,0.89,0.9,0.91,0.93,0.93,0.89,0.89,0.91,0.98,1,0.94,0.93,0.93,0.95,1.03,0.9,0.77,0.638,0.524,0.404,0.457,0.492,0.555,0.546,0.575,0.599
                    Матад,42122,Хонь,65.24,63.24,63.5,64.25,65.01,67.23,59.45,53.55,61.77,61.21,60.69,66.97,68.13,67.23,62.25,59.21,55.25,55.79,56.53,55.19,51.95,47.33,41,33.18,26.04,21.54,20.42,19.63,20.53,23.2,24.97,24.91,25.1,26.79,26.69,27.58,33.02,36.58,39.34,39.43,40.14,34.79,35.455,35.559,38.167,42.324,47.415,61.589,67.946,74.386,82.66
                    Матад,42122,Ямаа,1.93,1.93,2.02,2.23,2.16,2.44,2.43,2.17,2.54,2.09,1.59,1.91,1.97,2.15,1.94,1.84,1.9,1.92,2.21,2.22,2.12,2.32,2.65,3.04,3.46,3.96,4.95,5.99,7.01,7.25,8.15,9.64,11.74,14.54,16.13,17.24,23.33,27.78,31.17,27.67,23.9,23.94,23.218,21.832,24.749,27.783,31.123,39.11,45.107,53.24,59.903
                    Сэргэлэн,42125,Бүгд,91.51,96.09,83.27,87.15,100.89,100.02,90.3,95.45,101.69,103.66,100.91,109.15,106.86,91.8,84.24,81.68,69.08,70.36,70.54,71.56,72.82,73.95,67.21,65.43,68.03,65.55,69.36,79.95,89.78,97.32,101.66,87.52,85.69,88.38,93.11,105.47,115.97,133.58,154.69,146.87,81.42,85.09,93.309,99.456,120.989,138.542,143.985,167.062,201.961,225.546,221.982
                    Сэргэлэн,42125,Адуу,10.4,11.11,10.77,11.6,11.74,11.95,11.48,10.06,9.56,9.89,5.89,6.23,6.38,6.24,6.31,6.41,6.29,6.64,6.76,6.97,7.33,7.47,7.39,7.5,7.9,7.99,8.32,8.97,9.82,10.91,11.66,12.05,12.76,13.53,13.57,14.29,14.91,15.09,15.32,14,11.63,12.14,12.88,13.738,14.771,15.894,18.353,18.794,20.481,22.713,23.099
                    Сэргэлэн,42125,Үхэр,7.14,7.46,6.28,6.59,7.07,7.43,7.01,7.36,8.42,8.54,8.39,9.3,8.48,7.41,7.72,8.41,8.77,9.54,9.68,9.92,9.97,10.05,10,9.97,11.05,11.49,12.03,13.17,14.84,16.13,16.19,6.5,6.72,7.35,7.24,8.05,8.66,9.49,10.08,9.67,4.57,4.9,5.644,6.422,8.418,10.303,10.333,12.52,14.597,16.749,17.238
                    Сэргэлэн,42125,Тэмээ,1.11,1.12,1.06,1.18,1.15,1.23,1.25,1.3,1.3,1.3,1.14,1.2,1.18,1.18,1.11,1.1,1.04,1.09,1.11,1.12,1.1,1.05,0.9,0.87,0.81,0.74,0.65,0.66,0.66,0.62,0.62,0.6,0.64,0.67,0.7,0.71,0.68,0.63,0.61,0.6,0.54,0.5,0.477,0.502,0.536,0.57,0.582,0.662,0.758,0.873,0.829
                    Сэргэлэн,42125,Хонь,59.87,62.22,52.94,56.12,65.13,64.41,58.42,62.78,69.67,71.1,72.25,78.64,77.18,66.61,59.81,57.4,47.93,47.94,47.85,48.08,48.97,49.72,42.87,40.57,40.17,36.48,38.38,44.38,49.2,53.87,56.38,51.63,46.95,46,48.4,54.27,59.42,68.43,79.5,79.85,44.28,46.39,49.911,53.695,64.846,74.725,75.461,88.066,107.545,118.602,114.323
                    Сэргэлэн,42125,Ямаа,13,14.18,12.22,11.67,15.81,14.99,12.14,13.94,12.73,12.83,13.25,13.78,13.64,10.36,9.29,8.36,5.05,5.16,5.14,5.48,5.46,5.66,6.06,6.52,8.09,8.86,9.99,12.78,15.26,15.79,16.81,16.73,18.62,20.84,23.2,28.15,32.3,39.94,49.18,42.76,20.41,21.15,24.397,25.099,32.418,37.05,39.256,47.02,58.58,66.609,66.493
                    Халхгол,42128,Бүгд,78.73,81.18,93.84,99.2,102.66,104.44,112.41,114.33,114.98,124.8,79.28,77.53,78.98,75.08,56.56,56.9,54.44,55.68,55.79,56.25,53.15,47.73,35.73,26.72,42.43,34.68,29.87,30.52,30.64,29.86,31.35,32.69,33.34,31.96,32.13,34.81,36.93,54.66,64.32,62.24,66.35,61.77,63.724,35.707,40.267,48.203,54.766,66.923,77.67,91.993,98.368
                    Халхгол,42128,Адуу,6.49,6.82,6.23,6.93,6.35,7.73,8.12,7.75,7.66,8.11,3.91,4.04,3.88,3.9,3.79,3.3,3.26,3.41,3.61,3.7,3.59,3.65,3.51,3.59,7.08,6.03,5.26,5.1,5.21,5.36,5.5,5.81,6.18,5.91,6.18,6.24,6.29,7.89,7.89,7.89,8.74,9.78,9.502,9.026,9.277,10.107,11.324,12.689,14.334,15.786,17.632
                    Халхгол,42128,Үхэр,8.78,8.87,21.22,21.56,25.11,25.7,29.9,27.24,26.75,31.39,6.61,6.79,6.25,6.39,5.83,5.47,5.34,5.55,5.79,6.26,6.19,5.88,5.73,5.22,15.08,12,9.5,9.49,9.23,8.39,8.25,8.07,7.6,7.49,7.89,8.73,8.78,10.68,11.79,12.44,13.62,12.82,13.35,7.765,8.345,9.695,10.956,12.423,14.327,16.16,19.402
                    Халхгол,42128,Тэмээ,0.98,1.01,1.04,1.13,1.1,1.12,1.2,1.16,1.24,1.3,0.87,0.83,0.72,0.73,0.67,0.6,0.52,0.72,0.7,0.7,0.63,0.58,0.53,0.5,0.56,0.51,0.42,0.42,0.39,0.35,0.37,0.38,0.36,0.33,0.32,0.36,0.36,0.37,0.4,0.43,0.42,0.44,0.418,0.332,0.326,0.326,0.348,0.336,0.329,0.336,0.304
                    Халхгол,42128,Хонь,58.67,60.54,61.48,65.08,65.85,65.62,69.2,73.77,75.31,79.42,63.3,62.62,64.67,61.17,44.55,45.7,43.65,44.26,43.96,43.79,41.12,36.13,24.6,16.15,17.72,14.02,12.6,13.03,12.87,12.68,13.46,13.78,13.48,12.45,11.41,11.9,12.81,21.73,25.44,24.86,27.88,25.3,26.476,10.981,13.353,16.991,19.588,24.524,28.475,34.598,34.422
                    Халхгол,42128,Ямаа,3.81,3.94,3.88,4.5,4.25,4.27,3.99,4.41,4.01,4.58,4.6,3.25,3.46,2.89,1.72,1.84,1.66,1.74,1.74,1.81,1.63,1.5,1.37,1.26,2,2.11,2.1,2.49,2.93,3.09,3.78,4.65,5.71,5.78,6.33,7.57,8.68,13.99,18.81,16.62,15.69,13.43,13.978,7.603,8.966,11.084,12.55,16.951,20.205,25.113,26.608
                    Хөлөнбуйр,42131,Бүгд,68.21,22.38,66.7,70.99,74.65,74.19,64.58,60.99,69.47,71.83,65.82,72.04,75.41,60.54,53.39,55.22,52.42,53.93,55.2,56.01,55.32,51.12,45.39,40.2,37.76,35.76,35.92,38.73,43.53,46.8,49.74,50.94,52.37,46.37,50.3,53.08,60.96,70.37,75.29,74.9,60.59,65.99,72.653,74.786,86.502,95.46,108.185,131.517,152.498,161.451,160.542
                    Хөлөнбуйр,42131,Адуу,7.19,7.71,7.13,7.44,7.66,7.95,7.66,6.88,6.52,6.73,5.55,5.81,6.04,6.03,6.37,6.26,6.14,6.37,6.65,6.87,6.75,6.99,6.66,6.32,6.5,5.85,5.89,6.01,6.54,6.96,7.56,7.99,8.5,8.07,8.36,8.2,8.8,9.02,8.98,8.49,8.38,9.28,10.238,10.842,11.847,13.326,14.386,16.583,19.727,18.763,19.652
                    Хөлөнбуйр,42131,Үхэр,3.93,4.38,4.05,4.19,4.34,4.54,4.43,4.29,4.46,4.47,4.27,4.62,4.69,4.08,4.27,4.03,4.22,4.48,4.64,5.18,5.52,5.58,5.49,5.6,5.81,5.98,6.06,6.22,6.75,7.27,7.4,6.17,6.08,4.56,4.48,4.4,4.76,5.22,5.11,5.59,5.11,5.14,5.797,6.199,7.188,7.592,8.484,10.324,12.656,13.868,15.421
                    Хөлөнбуйр,42131,Тэмээ,0.74,0.76,0.7,0.75,0.79,0.8,0.81,0.8,0.82,0.79,0.76,0.8,0.81,0.79,0.8,0.83,0.83,0.79,0.87,0.9,0.86,0.79,0.62,0.5,0.45,0.4,0.36,0.35,0.36,0.36,0.36,0.38,0.4,0.41,0.39,0.37,0.4,0.43,0.42,0.44,0.41,0.41,0.395,0.364,0.359,0.355,0.387,0.408,0.413,0.435,0.415
                    Хөлөнбуйр,42131,Хонь,52.64,5.59,51.05,54.77,57.64,56.8,48.21,45.46,53.26,55.21,51.86,57.02,60.35,46.74,39.11,41.2,38.55,39.37,40.05,39.87,39.41,35.58,30.38,25.05,21.73,19.73,19.29,20.86,23.42,25.68,26.92,27.03,26.45,22.8,24.6,26.66,29.97,34.52,36.85,37.39,32.03,34.08,37.527,39.034,44.509,48.96,56.12,69.606,79.902,84.906,83.96
                    Хөлөнбуйр,42131,Ямаа,3.71,3.94,3.76,3.85,4.22,4.1,3.47,3.56,4.41,4.63,3.39,3.78,3.52,2.9,2.85,2.9,2.68,2.93,2.98,3.19,2.79,2.18,2.24,2.72,3.27,3.8,4.33,5.29,6.47,6.53,7.5,9.38,10.93,10.54,12.47,13.45,17.02,21.2,23.94,22.99,14.67,17.08,18.696,18.347,22.599,25.227,28.808,34.596,39.8,43.479,41.094
                    Цагаан-Овоо,42134,Бүгд,131.65,200.64,131.04,130.57,154.12,154.43,146.92,144.63,157.19,156.95,135.72,154.63,150.11,123.82,121.3,121.46,112.33,113.75,121.49,126.56,128.03,121.17,98.69,85.65,76.43,70.31,68.99,76.51,86.93,96.18,99.58,102.54,105.27,101.67,104.02,113.67,127.01,154.25,173.5,170.69,100.95,98.25,112.325,115.872,135.181,142.159,158.922,187.358,219.57,242.85,262.436
                    Цагаан-Овоо,42134,Адуу,16.08,17.13,15.06,15.14,16.75,18.27,17.47,16.85,17.99,17.49,11.38,12.51,12.12,11.94,12.51,12.92,13.2,13.39,13.73,14.07,14.18,13.48,11.79,11.4,11.49,9.9,9.7,10.15,10.71,11.6,12.18,12.04,12.67,12.59,12.28,12.76,13.71,14.96,13.84,13.31,11.99,11.63,12.516,13.464,15.05,16.551,19.173,21.896,23.802,26.227,30.98
                    Цагаан-Овоо,42134,Үхэр,11.57,12.21,4.06,7.83,12.08,12.75,11.56,12.14,13.57,13.37,11.58,12.31,10.79,9.07,9.47,9.78,10.06,10.58,11.18,12.16,12.45,11.62,10.7,10.04,9.82,9.34,9.08,10.28,11.33,12.79,12.97,10.96,10.38,8.93,8.33,8.27,8.81,9.44,10.29,10.26,6.81,7.5,8.928,9.627,12.194,13.441,13.751,18.26,21.208,23.743,27.029
                    Цагаан-Овоо,42134,Тэмээ,2.61,2.73,2.6,2.79,2.9,3.03,3,2.97,3.09,3.1,2.74,2.95,2.86,2.68,2.46,2.41,2.4,2.44,2.44,2.46,2.22,2.07,1.34,1,0.78,0.62,0.49,0.5,0.5,0.48,0.48,0.46,0.45,0.46,0.43,0.41,0.38,0.41,0.39,0.34,0.31,0.29,0.318,0.314,0.318,0.342,0.367,0.403,0.641,0.677,0.651
                    Цагаан-Овоо,42134,Хонь,100.49,155.77,99.08,94.53,109.06,106.43,102.12,98.19,109.22,109.49,100.22,115.32,113.05,90.25,87.06,87,78.18,78.4,85.13,87.39,88.3,83.89,64.61,52.14,42.54,38,36.09,38.89,44.25,50.8,52.75,52.53,50.91,47.87,48.5,52.57,57.87,69.61,77.71,79.14,50.35,46.36,54.438,56.48,64.042,64.471,72.905,82.694,96.263,106.076,112.981
                    Цагаан-Овоо,42134,Ямаа,0.89,12.8,10.24,10.29,13.34,13.95,12.78,14.48,13.32,13.5,9.8,11.54,11.3,9.87,9.8,9.35,8.49,8.94,9.02,10.49,10.88,10.12,10.25,11.07,11.8,12.46,13.63,16.7,20.14,20.52,21.2,26.55,30.86,31.82,34.48,39.67,46.24,59.83,71.27,67.64,31.5,32.46,36.125,35.987,43.577,47.354,52.726,64.105,77.656,86.127,90.795
                    Чойбалсан,42137,Бүгд,58.65,56.35,59.71,64.43,70.17,73.33,58.58,48.37,56.32,57.13,57.65,60.06,53.31,46.33,42.92,43.94,37.14,37.49,37.73,39.46,40.17,40.4,39.45,38.67,36.19,37.09,36.13,39.08,46.46,55.12,55.54,53.84,56.33,58.08,61.24,69.65,77.76,88.25,101.37,96.06,66.79,67.11,67.799,70.959,84.893,101.364,112.706,144.32,170.871,179.852,199.531
                    Чойбалсан,42137,Адуу,5.91,5.81,5.85,6.37,6.85,7.32,7.04,6.78,5.92,5.96,5.15,5.43,5.22,4.72,4.36,4.3,3.93,4.02,3.97,4.19,4.45,4.54,4.66,4.71,4.71,5.09,5.15,5.42,5.89,6.66,6.97,7.99,9.18,9.61,9.54,10.06,10.29,10.36,10.67,9.81,8.82,9.09,8.778,9.791,11.459,12.518,14.207,15.298,18.733,18.34,20.574
                    Чойбалсан,42137,Үхэр,4.57,4.7,4.68,5.66,6.18,6.52,5.15,5.41,5.46,5.36,5.67,6.1,5.99,5.73,6.31,6.76,6.27,6.51,6.5,6.82,6.81,6.53,6.69,6.54,6.43,6.89,6.57,7.05,8.03,9.48,9.76,6.65,7.21,7.75,7.45,7.74,8.31,9.03,9.22,8.81,5.86,5.65,6.314,7.091,8.141,10.112,11.021,13.403,16.011,17.729,20.244
                    Чойбалсан,42137,Тэмээ,1.18,1.11,1.12,1.18,1.25,1.28,1.28,1.18,1.06,1.05,0.89,0.98,0.92,0.95,0.78,0.79,0.72,0.71,0.7,0.7,0.67,0.61,0.57,0.54,0.47,0.48,0.45,0.46,0.46,0.48,0.47,0.48,0.53,0.57,0.59,0.6,0.6,0.57,0.58,0.52,0.45,0.41,0.318,0.283,0.268,0.29,0.298,0.329,0.355,0.341,0.324
                    Чойбалсан,42137,Хонь,46.31,42.35,45.53,47.62,52.6,54.4,42.68,32.62,41.13,41.98,43.48,45.32,39.08,33.26,30.19,30.9,25.22,25.23,25.51,26.65,27.15,27.67,26.17,25.28,22.58,21.96,20.97,22.5,27.13,32.57,31.54,30.61,28.82,27.48,28.15,32.5,35.35,39.5,43.98,42.6,30.84,29.44,30.351,32.335,38.715,46.444,51.904,69.696,81.241,86.232,97.547
                    Чойбалсан,42137,Ямаа,0.69,2.38,2.53,3.61,3.29,3.81,2.43,2.39,2.76,2.78,2.46,2.23,2.11,1.68,1.29,1.19,1.01,1.02,1.06,1.1,1.09,1.05,1.35,1.61,2.01,2.67,2.99,3.66,4.95,5.94,6.81,8.12,10.59,12.67,15.51,18.76,23.21,28.79,36.93,34.32,20.82,22.52,22.038,21.459,26.31,32,35.276,45.594,54.531,57.21,60.842
                Чулуунхороот,42140,Бүгд,34.2,32.88,28.86,31.78,36.97,40.14,39.54,39.82,37.39,43.96,42.69,45.85,42.59,42.74,38.97,39.56,37.25,37.48,38.33,40.7,42.6,38.99,30.04,21.76,17.66,11.59,9.71,10.94,13.13,14.04,15.64,17.21,21.61,26.56,25.4,29.32,33.46,40.68,49.41,47.94,47.38,47.82,48.262,49.104,53.304,62.609,69.038,83.579,94.174,112.251,120.348
                Чулуунхороот,42140,Адуу,1.95,2.07,2.23,2.48,2.79,2.87,2.8,3.17,3.2,3.03,2.83,2.99,2.83,2.97,3.03,2.99,3.09,3.15,3.28,3.41,3.69,3.63,3.82,3.4,2.61,2.03,1.55,1.68,1.7,1.69,1.76,1.87,2.11,2.71,2.99,3.34,3.48,4.09,4.48,4.64,5.13,5.26,5.926,6.396,6.755,7.941,9.248,9.647,11.028,11.716,13.039
                Чулуунхороот,42140,Үхэр,1.72,1.79,1.66,1.8,1.95,2,2.04,1.91,1.94,2.15,2.12,2.28,2.39,2.48,2.46,2.38,2.39,2.35,2.49,2.71,3.02,3.18,3.73,3.37,3.42,2.87,2.69,2.76,2.98,3.05,2.9,2.97,3.2,3.51,2.83,2.99,3.1,3.64,4.46,4.27,4.35,4.58,4.791,5.068,5.605,6.486,7.147,8.652,9.591,12.387,13.841
                Чулуунхороот,42140,Тэмээ,0.37,0.37,0.36,0.38,0.41,0.42,0.41,0.4,0.42,0.43,0.43,0.44,0.43,0.41,0.38,0.36,0.35,0.35,0.36,0.38,0.39,0.41,0.42,0.37,0.25,0.15,0.12,0.08,0.09,0.08,0.07,0.08,0.08,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.059,0.046,0.033,0.036,0.045,0.042,0.147,0.065,0.07
                Чулуунхороот,42140,Хонь,27.81,28.63,24.6,27.11,31.8,34.82,34.27,34.29,31.8,38.31,37.29,40.12,36.89,36.82,33.01,33.73,31.33,31.55,32.1,34.1,35.36,31.53,21.64,14,10.59,5.76,4.46,5.26,6.83,7.52,8.55,9.12,11.74,13.82,12.79,14.13,15.91,18.32,21.6,20.76,20.99,20.34,21.264,21.281,24.26,29.049,32.196,39.891,44.261,52.385,53.177
                Чулуунхороот,42140,Ямаа,2.36,0.03,0.01,0.02,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.03,0.05,0.06,0.08,0.09,0.09,0.08,0.09,0.11,0.13,0.25,0.43,0.61,0.79,0.78,0.89,1.15,1.53,1.71,2.37,3.17,4.48,6.42,6.69,8.76,10.89,14.52,18.77,18.17,16.81,17.56,16.222,16.313,16.651,19.097,20.402,25.347,29.147,35.698,40.221
            Сүхбаатар,422,Бүгд,1001.43,901.39,974.01,1053.6,1068.01,1073.92,1059.32,1087.92,1124.83,1162.42,1068.42,1131.01,1035.85,948.24,1007.18,1028.09,1032.84,916.63,959.25,996.78,1004.66,1035.76,1098.66,646.79,1086.89,1015.58,1040.89,1133.1,1288.24,1450.59,1492.47,1429.14,1516.07,1622.68,1579.98,1523.1,1634.16,1709.19,1542.5,1789.74,1979.79,2081.4,2280.581,2491.423,2818.181,3070.254,3030.437,3528.41,3716.811,3817.01,3893.625
            Сүхбаатар,422,Адуу,129.06,121.87,117.3,120.47,123.68,127.93,126.29,120.72,124.11,128.18,115.03,121.81,115.51,111.87,117.51,118.09,122.57,120.39,124.32,123.66,118.22,118.37,120.85,71.42,130.78,134.86,139.8,154.87,169.43,188.3,192.19,182.91,188.84,194.69,185.48,177.72,176.34,166.01,118.78,131.51,148.09,164.87,183.569,203.05,231.248,259.59,274.682,315.577,327.342,321.887,330.957
            Сүхбаатар,422,Үхэр,98.09,95.94,98.3,104.35,113.92,119.08,123.83,124.99,136.28,138.58,128.16,134.11,122.67,117.35,122.73,127.64,133.15,125.99,122.62,129.16,132.22,135.4,144.38,80.54,159.94,162.6,155.9,167.49,184.82,211.33,209.59,137.93,140.35,151.33,138.43,125.3,128.58,124.56,97.76,110.13,127.96,136.65,151.132,172.033,195.893,214.478,209.326,236.792,251.639,268.547,280.91
            Сүхбаатар,422,Тэмээ,17.83,17.36,17.67,17.86,18.4,19.05,19.52,18.57,19.42,19.84,18.96,19.59,18.43,17.79,18.23,18.31,18.21,16.86,16.57,16.78,15.94,13.85,12.68,7.92,11.93,11.38,11.21,11.75,12.07,12.47,12.24,12.09,12.42,12.94,12.58,11.81,11.25,10.83,9.62,10.14,10.87,10.68,9.752,8.903,8.571,8.309,7.872,8.325,8.217,7.925,7.614
            Сүхбаатар,422,Хонь,636.84,565.47,627.09,684.01,692.66,678.22,657.36,691.82,704.71,733.89,678.62,714.49,654.25,592.3,627.53,634.84,624.9,542.58,572.78,592.01,602.85,624.51,657.28,371.24,586.3,496.35,499.65,534.21,605.57,689.79,717.32,708.02,710.96,722.53,706.37,695.99,750.84,776.26,733.12,853.67,961.22,991.98,1090.831,1216.623,1380.781,1511.835,1542.202,1815.324,1922.127,1971.234,1993.905
            Сүхбаатар,422,Ямаа,119.62,100.75,113.66,126.92,119.36,129.65,132.32,131.82,140.31,141.93,127.65,141.01,125,108.93,121.18,129.22,134,110.81,122.95,135.17,135.43,143.64,163.47,115.66,197.93,210.39,234.33,264.79,316.36,348.71,361.14,388.19,463.5,541.2,537.13,512.29,567.15,631.54,583.22,684.29,731.65,777.23,845.297,890.814,1001.688,1076.042,996.355,1152.392,1207.486,1247.417,1280.239
                Баруун-Урт,42201,Бүгд,1.85,1,0.52,0.83,1.09,1.3,1.64,1.47,1.76,6.44,4.64,5.85,5.48,5.15,6.72,9.96,13.65,12.33,12,14.58,22.61,35.18,42.08,,67.59,64.5,65.47,81.1,102.3,123.25,123.84,119.52,128.8,142.19,126.4,126.7,144.09,144.46,134.51,162.38,181.35,202.96,239.957,271.035,321.821,357.74,358.613,410.64,386.565,399.702,435.006
                Баруун-Урт,42201,Адуу,0.15,0.26,0.15,0.23,0.35,0.44,0.44,0.49,0.45,0.79,1.01,1.18,0.9,0.9,1.25,1.48,2.27,2.16,2.17,2.44,2.45,3.32,3.85,,6.23,7.05,7.47,9.92,11.76,14.25,14.51,15.11,15.45,17.29,15.38,15.46,14.43,13.4,10.26,12.35,15.04,17.77,21.73,24.786,28.797,33.053,37.91,42.747,40.872,40.575,42.858
                Баруун-Урт,42201,Үхэр,0.26,0.2,0.3,0.44,0.57,0.63,0.66,0.68,0.91,2.56,2.41,2.94,3.15,3.24,4.27,4.86,6.32,5.47,4.76,5.4,6.47,8.31,9.57,,13.02,13.68,11.72,14.65,17.13,20.03,19.27,10.22,10.28,12.14,10.06,10.1,10.12,8.93,7.2,8.63,10.77,12.4,15.338,18.866,23.248,26.737,27.782,30.73,29.54,32.338,36.145
                Баруун-Урт,42201,Тэмээ,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.04,0.02,0.03,0.03,0.02,0.03,0.04,,0.12,0.16,0.18,0.23,0.32,0.37,0.36,0.41,0.45,0.51,0.47,0.47,0.51,0.51,0.47,0.51,0.62,0.64,0.586,0.458,0.508,0.471,0.465,0.509,0.48,0.517,0.467
                Баруун-Урт,42201,Хонь,1.39,0.5,0.03,0.09,0.09,0.12,0.42,0.19,0.31,2.97,1.13,1.65,1.31,0.9,1.04,3.27,4.45,4.2,4.47,5.7,11.33,19.77,23.11,,37.74,32.26,33.06,38.73,48.83,60.53,60.81,60.39,61.69,63.51,56.96,57.07,66.53,66.61,63.55,76.1,85.4,93.82,108.545,127.599,153.437,173.176,178.884,207.481,195.643,200.286,218.086
                Баруун-Урт,42201,Ямаа,0.03,0.03,0.04,0.07,0.08,0.1,0.12,0.11,0.09,0.11,0.08,0.08,0.11,0.11,0.16,0.34,0.57,0.48,0.58,1,2.34,3.75,5.51,,10.47,11.35,13.05,17.57,24.26,28.07,28.89,33.39,40.94,48.74,43.54,43.6,52.49,55,53.04,64.79,69.53,78.34,93.758,99.326,115.831,124.303,113.572,129.173,120.03,125.986,137.45
                Асгат,42204,Бүгд,51.88,42.09,47.05,54.76,56.99,59.74,60.11,58.68,65.07,67.25,54.32,58.88,48.33,45.5,47.49,54.32,56.76,53.01,52.57,55.26,55.86,56.23,58.01,60.34,57.01,57.09,58.4,58.82,66.89,75.88,79.64,80.29,80.9,89.69,89.83,90.49,98.73,93.74,79.59,90.36,95.94,91.94,98.387,102.451,114.087,120.85,129.957,162.14,179.032,176.252,184.921
                Асгат,42204,Адуу,9.18,8.86,9.66,9.99,10.66,11.27,11.65,11.16,11.62,12.02,10.24,11.11,10.26,10.31,11.2,11.5,12.06,12.21,12.79,11.98,11.76,11.55,11.11,10.9,11.25,10.96,10.55,11.47,11.89,12.78,13.16,13.78,13.98,15.65,14.86,14.94,15.57,13.27,7.97,9.05,9.69,10.72,11.151,12.697,14.433,15.539,17.194,20.735,23.035,22.03,23.717
                Асгат,42204,Үхэр,4.56,4.1,4.39,4.67,5.15,5.74,5.88,5.68,6.11,6.22,5.43,6.02,5.55,4.99,5.5,5.82,6.07,5.82,5.86,6.58,6.89,7.24,7.43,7.41,8.01,8.51,7.63,7.42,8.43,9.94,10.33,6.36,6.46,7.36,7.25,7.4,8.35,7.47,5.11,5.93,6.92,7.09,7.718,8.668,9.485,10.397,10.816,13.222,14.378,14.723,15.14
                Асгат,42204,Тэмээ,0.85,0.8,0.81,0.82,0.85,0.89,0.89,0.86,0.92,0.92,0.86,0.84,0.82,0.84,0.88,0.95,0.98,0.96,0.88,0.9,0.85,0.77,0.78,0.8,0.76,0.75,0.69,0.68,0.69,0.66,0.65,0.64,0.63,0.66,0.67,0.67,0.67,0.58,0.53,0.54,0.56,0.48,0.409,0.356,0.274,0.276,0.246,0.276,0.284,0.322,0.356
                Асгат,42204,Хонь,33.07,25.1,28.21,34.29,34.97,35.84,35.05,36.24,40.62,42.15,33.3,35.8,26.95,24.25,24.25,29.95,31.06,27.45,26.2,28.28,29.39,30.09,31.13,32.02,26.41,24.08,24.99,24.02,27.74,31.9,33.59,35.91,33.39,35.94,37.9,38.31,42.07,39.26,36.88,41.41,44.39,41.58,44.206,46.285,50.945,54.51,60.554,76.816,86.854,84.987,88.765
                Асгат,42204,Ямаа,4.22,3.22,3.98,4.98,5.37,6.01,6.65,4.73,5.8,5.94,4.5,5.11,4.76,5.13,5.66,6.1,6.6,6.57,6.85,7.53,6.98,6.59,7.56,9.21,10.57,12.79,14.55,15.24,18.14,20.6,21.91,23.6,26.44,30.08,29.15,29.16,32.07,33.17,29.11,33.43,34.37,32.06,34.903,34.445,38.95,40.128,41.147,51.091,54.481,54.19,56.943
                Баяндэлгэр,42207,Бүгд,111.82,103.66,118.21,128.26,126.69,123.8,127.92,134.19,136.07,140.82,138.06,146.44,141.88,121.03,132.11,139.81,142.76,116.02,137.91,147.7,143.59,147.76,157.3,170.39,152.38,139.16,143.8,147.68,173.93,194.81,203.61,187.58,204.07,225.97,203.63,159.04,167.52,189.78,202.87,237.26,269,271.77,295.839,330.256,374.517,405.917,355.634,407.479,466.031,508.091,503.473
                Баяндэлгэр,42207,Адуу,12.46,11.27,11.28,11.5,12.09,12.36,12.98,12.96,13.33,13.84,11,11.85,7.65,7.7,9.69,10.05,10.68,10.25,10.7,11.28,9.84,10.29,10.99,11.9,11.4,11.77,12.01,13.71,15.75,17.64,18.21,15.63,16.78,17.74,15.12,12.32,11.87,12.73,12.39,14.45,16.07,16.54,17.733,19.049,21.54,23.428,17.453,20.167,22.643,23.644,23.251
                Баяндэлгэр,42207,Үхэр,8.16,8.36,9.36,10.25,11.14,11.45,12.56,13.4,14.06,14.08,13.19,13.58,12.88,11.16,11.75,12.57,13.77,12.42,13.2,14.45,14.39,14.87,16.1,17.34,16.72,17.47,17.07,17.71,20.37,23.57,24,15.08,15.56,17.98,14.52,9.29,9.36,10.75,11.79,13.94,16.96,18.04,19.225,21.843,24.246,25.738,18.605,20.768,24.339,26.881,27.884
                Баяндэлгэр,42207,Тэмээ,2.48,2.45,2.45,2.52,2.74,2.95,3.17,3.26,3.36,3.44,2.94,3.1,3,2.91,3.07,2.99,2.85,2.42,2.42,2.45,2.34,2.19,2.04,2.09,1.88,1.48,1.37,1.41,1.42,1.42,1.41,1.37,1.37,1.39,1.17,0.94,0.79,0.81,0.78,0.91,0.96,0.95,0.858,0.822,0.871,0.872,0.844,0.898,0.926,0.911,0.961
                Баяндэлгэр,42207,Хонь,64.26,60.69,70.53,76.67,74.92,70.46,71.44,75.33,75.37,79.25,82.05,86.31,86.38,74.08,77.15,79.76,80.19,64.95,76.55,80.56,77.06,79.47,86.98,92,78.55,63.82,65.1,66.85,77.46,87.71,93.33,89.17,90.77,94.86,87.94,73.97,77.35,86.09,93.41,109.1,125.81,128.22,141.351,160.011,183.743,200.626,191.567,220.538,251.143,273.485,269.911
